,X,Y,Z
0,17.565,1.565,204.13
1,17.665,1.567,204.397
2,17.565,1.663,204.13
3,17.565,1.858,204.13
4,17.665,2.057,204.397
5,17.765,2.354,204.664
6,17.765,2.452,204.664
7,17.765,2.55,204.664
8,17.765,2.648,204.664
9,17.765,2.746,204.664
10,17.765,2.844,204.664
11,17.765,2.942,204.664
12,17.765,3.04,204.664
13,17.765,3.138,204.664
14,17.765,3.236,204.664
15,17.765,3.334,204.664
16,17.765,3.432,204.664
17,17.765,3.53,204.664
18,17.765,3.628,204.664
19,17.765,3.727,204.664
20,17.765,3.825,204.664
21,17.765,3.923,204.664
22,17.765,4.021,204.664
23,17.765,4.119,204.664
24,17.765,4.217,204.664
25,17.765,4.315,204.664
26,17.765,4.413,204.664
27,17.765,4.511,204.664
28,17.765,4.609,204.664
29,17.765,4.707,204.664
30,17.765,4.805,204.664
31,17.765,5.001,204.664
32,17.765,5.099,204.664
33,17.866,5.303,204.932
34,17.866,5.499,204.932
35,17.866,5.597,204.932
36,17.866,5.695,204.932
37,17.866,5.793,204.932
38,17.866,5.892,204.932
39,17.866,5.99,204.932
40,17.866,6.088,204.932
41,17.866,6.186,204.932
42,17.866,6.284,204.932
43,17.866,6.481,204.932
44,17.866,6.579,204.932
45,17.866,6.775,204.932
46,17.866,6.874,204.932
47,17.966,6.883,205.201
48,17.966,7.178,205.201
49,17.966,7.374,205.201
50,17.966,7.473,205.201
51,18.068,7.482,205.47
52,18.068,7.581,205.47
53,18.068,7.679,205.47
54,18.068,7.876,205.47
55,18.068,7.975,205.47
56,18.068,8.073,205.47
57,18.068,8.172,205.47
58,18.068,8.27,205.47
59,18.068,8.368,205.47
60,18.068,8.467,205.47
61,18.068,8.565,205.47
62,18.068,8.664,205.47
63,18.068,8.762,205.47
64,18.068,8.861,205.47
65,18.068,8.959,205.47
66,18.068,9.058,205.47
67,18.068,9.156,205.47
68,18.068,9.255,205.47
69,18.068,9.353,205.47
70,18.068,9.451,205.47
71,18.068,9.55,205.47
72,18.068,9.648,205.47
73,18.068,9.747,205.47
74,18.068,9.845,205.47
75,18.068,9.944,205.47
76,18.068,10.042,205.47
77,18.068,10.141,205.47
78,18.068,10.239,205.47
79,18.068,10.633,205.47
80,18.169,10.647,205.74
81,18.169,10.844,205.74
82,18.169,10.943,205.74
83,18.169,11.041,205.74
84,18.169,11.14,205.74
85,18.169,11.238,205.74
86,18.169,11.337,205.74
87,18.169,11.435,205.74
88,18.169,11.534,205.74
89,18.169,11.633,205.74
90,18.169,11.731,205.74
91,18.169,11.83,205.74
92,18.169,12.027,205.74
93,18.27,12.438,206.011
94,18.27,12.635,206.011
95,18.27,12.734,206.011
96,18.27,12.833,206.011
97,18.27,12.931,206.011
98,18.27,13.03,206.011
99,18.27,13.129,206.011
100,18.27,13.227,206.011
101,18.27,13.326,206.011
102,18.27,13.425,206.011
103,18.27,13.523,206.011
104,18.27,13.622,206.011
105,18.27,13.721,206.011
106,18.27,13.82,206.011
107,18.27,13.918,206.011
108,18.27,14.017,206.011
109,18.27,14.116,206.011
110,18.27,14.214,206.011
111,18.27,14.313,206.011
112,18.372,14.431,206.283
113,18.372,14.53,206.283
114,18.372,14.629,206.283
115,18.372,14.826,206.283
116,18.372,14.925,206.283
117,18.372,15.024,206.283
118,18.372,15.123,206.283
119,18.372,15.222,206.283
120,18.372,15.32,206.283
121,18.372,15.419,206.283
