,X,Y,Z
0,55.665,1.371,204.397
1,55.966,1.377,205.201
2,55.665,1.469,204.397
3,55.866,1.473,204.932
4,55.966,1.475,205.201
5,55.866,1.571,204.932
6,55.866,1.669,204.932
7,55.866,1.768,204.932
8,55.866,1.866,204.932
9,55.866,1.964,204.932
10,55.866,2.062,204.932
11,55.866,2.16,204.932
12,55.866,2.258,204.932
13,55.866,2.357,204.932
14,55.866,2.455,204.932
15,55.866,2.553,204.932
16,55.866,2.651,204.932
17,55.866,2.749,204.932
18,55.866,2.848,204.932
19,55.866,2.946,204.932
20,55.866,3.044,204.932
21,55.866,3.142,204.932
22,55.866,3.535,204.932
23,55.966,3.54,205.201
24,55.966,3.638,205.201
25,55.966,3.835,205.201
26,55.966,3.933,205.201
27,55.966,4.031,205.201
28,55.966,4.13,205.201
29,55.966,4.228,205.201
30,55.966,4.326,205.201
31,55.966,4.425,205.201
32,55.966,4.523,205.201
33,55.966,4.621,205.201
34,55.966,4.818,205.201
35,55.966,5.014,205.201
36,55.966,5.113,205.201
37,56.068,5.12,205.47
38,56.068,5.218,205.47
39,56.068,5.316,205.47
40,56.068,5.513,205.47
41,56.068,5.612,205.47
42,56.068,5.71,205.47
43,56.068,5.809,205.47
44,56.068,5.907,205.47
45,56.068,6.006,205.47
46,56.068,6.104,205.47
47,56.068,6.203,205.47
48,56.068,6.301,205.47
49,56.068,6.399,205.47
50,56.068,6.498,205.47
51,56.068,6.596,205.47
52,56.068,6.695,205.47
53,56.068,6.793,205.47
54,56.068,6.892,205.47
55,56.068,6.99,205.47
56,56.068,7.089,205.47
57,56.068,7.187,205.47
58,56.068,7.285,205.47
59,56.068,7.384,205.47
60,56.068,7.482,205.47
61,56.068,7.581,205.47
62,56.068,7.679,205.47
63,56.068,7.778,205.47
64,56.068,7.975,205.47
65,56.169,8.182,205.74
66,56.169,8.478,205.74
67,56.169,8.675,205.74
68,56.169,8.872,205.74
69,56.27,9.279,206.011
70,56.27,9.476,206.011
71,56.27,9.575,206.011
