,X,Y,Z
0,35.465,1.563,203.865
1,35.465,1.661,203.865
2,35.465,1.758,203.865
3,35.465,1.954,203.865
4,35.465,2.051,203.865
5,35.565,2.054,204.13
6,35.565,2.25,204.13
7,35.565,2.347,204.13
8,35.565,2.445,204.13
9,35.565,2.543,204.13
10,35.565,2.641,204.13
11,35.565,2.739,204.13
12,35.565,2.837,204.13
13,35.565,2.934,204.13
14,35.565,3.032,204.13
15,35.565,3.13,204.13
16,35.565,3.228,204.13
17,35.565,3.326,204.13
18,35.565,3.423,204.13
19,35.565,3.521,204.13
20,35.565,3.619,204.13
21,35.565,3.717,204.13
22,35.565,3.815,204.13
23,35.565,4.01,204.13
24,35.665,4.113,204.397
25,35.665,4.309,204.397
26,35.665,4.505,204.397
27,35.665,4.603,204.397
28,35.665,4.799,204.397
29,35.665,4.897,204.397
30,35.665,4.995,204.397
31,35.665,5.191,204.397
32,35.665,5.387,204.397
33,35.765,5.394,204.664
34,35.765,5.492,204.664
35,35.765,5.59,204.664
36,35.765,5.688,204.664
37,35.765,5.786,204.664
38,35.765,5.884,204.664
39,35.765,5.982,204.664
40,35.765,6.08,204.664
41,35.765,6.178,204.664
42,35.765,6.276,204.664
43,35.765,6.374,204.664
44,35.765,6.472,204.664
45,35.765,6.57,204.664
46,35.765,6.669,204.664
47,35.765,6.767,204.664
48,35.765,6.865,204.664
49,35.765,6.963,204.664
50,35.765,7.061,204.664
51,35.765,7.159,204.664
52,35.765,7.257,204.664
53,35.765,7.355,204.664
54,35.765,7.453,204.664
55,35.765,7.551,204.664
56,35.765,7.649,204.664
57,35.765,7.747,204.664
58,35.765,7.845,204.664
59,35.866,8.052,204.932
60,35.866,8.445,204.932
61,35.866,8.543,204.932
62,35.866,8.739,204.932
63,35.966,8.751,205.201
64,35.966,8.849,205.201
65,35.966,9.046,205.201
66,35.966,9.144,205.201
67,35.966,9.341,205.201
68,35.966,9.439,205.201
69,35.966,9.537,205.201
70,35.966,9.636,205.201
71,35.966,9.734,205.201
72,35.966,9.832,205.201
73,35.966,9.931,205.201
74,35.966,10.029,205.201
75,35.966,10.127,205.201
76,35.966,10.226,205.201
77,36.068,10.239,205.47
78,36.068,10.338,205.47
79,36.068,10.436,205.47
80,35.966,10.521,205.201
81,35.966,10.717,205.201
82,35.966,10.816,205.201
83,35.966,11.012,205.201
84,35.966,11.111,205.201
85,35.966,11.209,205.201
86,35.966,11.307,205.201
87,35.966,11.406,205.201
88,35.966,11.504,205.201
89,35.966,11.602,205.201
90,35.966,11.7,205.201
91,35.966,11.799,205.201
92,36.068,11.913,205.47
93,36.068,12.11,205.47
94,36.068,12.208,205.47
95,36.068,12.405,205.47
96,36.068,12.503,205.47
97,36.169,12.52,205.74
98,36.169,12.618,205.74
