,X,Y,Z
0,4.679,13.0,207.101
1,4.679,14.488,207.101
2,4.782,14.706,207.376
3,4.782,15.104,207.376
4,4.782,15.203,207.376
5,4.782,15.302,207.376
6,4.782,15.402,207.376
7,4.782,15.501,207.376
8,4.782,15.6,207.376
9,4.782,15.7,207.376
10,4.782,15.799,207.376
11,4.782,15.898,207.376
12,4.782,15.998,207.376
13,4.782,16.097,207.376
14,4.782,16.197,207.376
15,4.782,16.296,207.376
16,4.782,16.395,207.376
17,4.782,16.495,207.376
18,4.782,16.594,207.376
19,4.782,16.793,207.376
20,4.885,17.014,207.651
21,4.885,17.114,207.651
22,4.885,17.313,207.651
23,4.885,17.412,207.651
24,4.885,17.512,207.651
25,4.885,17.611,207.651
26,4.885,17.711,207.651
27,4.885,17.81,207.651
28,4.885,17.91,207.651
29,4.885,18.009,207.651
30,4.885,18.109,207.651
31,4.885,18.208,207.651
32,4.885,18.308,207.651
33,4.885,18.407,207.651
34,4.885,18.506,207.651
35,4.885,18.606,207.651
36,4.885,18.705,207.651
37,4.885,18.805,207.651
38,4.885,18.904,207.651
39,4.885,19.004,207.651
40,4.885,19.103,207.651
41,4.885,19.302,207.651
42,4.885,19.501,207.651
43,4.989,19.727,207.927
44,4.989,19.926,207.927
45,4.989,20.026,207.927
46,4.989,20.125,207.927
47,4.989,20.225,207.927
48,4.989,20.324,207.927
49,4.989,20.424,207.927
50,4.989,20.524,207.927
51,4.989,20.623,207.927
52,4.989,20.723,207.927
53,4.989,20.823,207.927
54,4.989,20.922,207.927
55,4.989,21.022,207.927
56,4.989,21.121,207.927
57,4.989,21.221,207.927
58,4.989,21.321,207.927
59,4.989,21.42,207.927
60,4.989,21.52,207.927
61,4.989,21.62,207.927
62,5.093,21.748,208.203
63,5.093,21.948,208.203
64,5.093,22.047,208.203
65,5.093,22.147,208.203
66,5.093,22.247,208.203
67,5.093,22.347,208.203
68,5.093,22.446,208.203
69,5.093,22.546,208.203
70,5.093,22.646,208.203
71,5.093,22.746,208.203
72,5.093,22.845,208.203
73,5.093,22.945,208.203
74,5.093,23.045,208.203
75,5.093,23.145,208.203
76,5.093,23.245,208.203
77,5.093,23.444,208.203
78,5.093,23.544,208.203
79,5.093,23.644,208.203
80,5.197,23.775,208.481
81,5.197,23.875,208.481
82,5.197,23.975,208.481
83,5.197,24.075,208.481
84,5.197,24.175,208.481
85,5.093,24.342,208.203
86,5.197,24.374,208.481
87,5.093,24.442,208.203
88,5.093,24.541,208.203
89,5.093,24.741,208.203
90,5.197,24.774,208.481
91,5.197,24.874,208.481
92,5.197,25.074,208.481
93,5.197,25.174,208.481
94,5.197,25.373,208.481
95,5.301,25.507,208.759
96,5.301,25.607,208.759
97,5.301,25.707,208.759
98,5.301,25.807,208.759
99,5.301,25.907,208.759
100,5.301,26.007,208.759
101,5.301,26.107,208.759
102,5.301,26.207,208.759
103,5.301,26.307,208.759
104,5.301,26.407,208.759
105,5.301,26.507,208.759
106,5.301,26.607,208.759
107,5.301,26.708,208.759
108,5.301,26.808,208.759
109,5.301,26.908,208.759
110,5.301,27.008,208.759
111,5.301,27.108,208.759
112,5.301,27.208,208.759
113,5.301,27.308,208.759
114,5.301,27.408,208.759
115,5.301,27.508,208.759
116,5.301,27.608,208.759
117,5.301,27.708,208.759
118,5.301,27.808,208.759
119,5.301,27.908,208.759
120,5.301,28.108,208.759
121,5.405,28.346,209.037
122,5.405,28.546,209.037
123,5.405,28.746,209.037
124,5.405,28.847,209.037
125,5.405,28.947,209.037
126,5.405,29.047,209.037
127,5.405,29.147,209.037
128,5.405,29.247,209.037
129,5.405,29.347,209.037
130,5.405,29.448,209.037
131,5.405,29.548,209.037
132,5.405,29.648,209.037
133,5.405,29.748,209.037
134,5.405,29.848,209.037
135,5.405,30.049,209.037
136,5.51,30.189,209.317
137,5.51,30.39,209.317
138,5.51,30.49,209.317
139,5.51,30.59,209.317
140,5.51,30.69,209.317
141,5.51,30.791,209.317
142,5.51,30.891,209.317
143,5.51,30.991,209.317
144,5.51,31.092,209.317
145,5.51,31.192,209.317
146,5.51,31.292,209.317
147,5.51,31.393,209.317
148,5.51,31.493,209.317
149,5.51,31.593,209.317
150,5.51,31.693,209.317
151,5.51,31.794,209.317
152,5.51,31.894,209.317
153,5.51,31.994,209.317
154,5.51,32.095,209.317
155,5.51,32.195,209.317
156,5.51,32.295,209.317
157,5.51,32.395,209.317
158,5.51,32.496,209.317
159,5.51,32.596,209.317
160,5.51,32.696,209.317
161,5.51,32.797,209.317
162,5.51,32.897,209.317
163,5.51,32.997,209.317
164,5.51,33.098,209.317
165,5.51,33.198,209.317
166,5.51,33.298,209.317
167,5.51,33.398,209.317
168,5.51,33.499,209.317
169,5.51,33.599,209.317
170,5.51,33.699,209.317
171,5.51,33.9,209.317
172,5.51,34.0,209.317
173,5.51,34.201,209.317
174,5.51,34.301,209.317
175,5.615,34.347,209.597
176,5.615,34.548,209.597
177,5.615,34.648,209.597
178,5.615,34.749,209.597
179,5.615,34.849,209.597
180,5.615,34.95,209.597
181,5.615,35.05,209.597
182,5.615,35.15,209.597
183,5.615,35.251,209.597
184,5.615,35.351,209.597
185,5.615,35.452,209.597
186,5.615,35.853,209.597
187,5.721,36.103,209.878
188,5.721,36.203,209.878
189,5.721,36.304,209.878
190,5.721,36.404,209.878
191,5.721,36.505,209.878
192,5.721,36.606,209.878
193,5.721,36.706,209.878
194,5.721,36.807,209.878
195,5.721,36.907,209.878
196,5.721,37.008,209.878
197,5.721,37.108,209.878
198,5.721,37.209,209.878
199,5.721,37.309,209.878
200,5.721,37.41,209.878
201,5.721,37.511,209.878
202,5.721,37.611,209.878
203,5.721,37.712,209.878
204,5.721,37.913,209.878
205,5.827,37.964,210.16
206,5.827,38.064,210.16
207,5.827,38.165,210.16
208,5.827,38.367,210.16
209,5.827,38.568,210.16
210,5.827,38.769,210.16
211,5.827,39.071,210.16
212,5.827,39.172,210.16
