X,Y,Z
26.474,20.982,206.555
26.474,21.081,206.555
26.474,21.279,206.555
26.474,21.378,206.555
26.474,21.477,206.555
26.474,21.576,206.555
26.474,21.675,206.555
26.474,21.774,206.555
26.474,21.873,206.555
26.474,21.972,206.555
26.474,22.071,206.555
26.577,22.397,206.828
26.577,22.595,206.828
26.679,22.625,207.101
26.679,22.923,207.101
26.679,23.022,207.101
26.679,23.122,207.101
26.679,23.221,207.101
26.679,23.32,207.101
26.679,23.419,207.101
26.679,23.518,207.101
26.679,23.618,207.101
26.679,23.717,207.101
26.679,23.816,207.101
26.679,24.015,207.101
26.679,24.213,207.101
26.782,24.444,207.376
26.782,24.543,207.376
26.782,24.643,207.376
26.782,24.742,207.376
26.782,24.841,207.376
26.782,24.941,207.376
26.782,25.04,207.376
26.782,25.139,207.376
26.782,25.239,207.376
26.782,25.338,207.376
26.782,25.438,207.376
26.782,25.736,207.376
26.885,26.068,207.651
26.885,26.168,207.651
26.885,26.267,207.651
26.885,26.367,207.651
26.885,26.466,207.651
26.885,26.566,207.651
26.885,26.665,207.651
26.885,26.765,207.651
26.885,26.864,207.651
26.885,26.964,207.651
26.885,27.063,207.651
26.885,27.163,207.651
26.885,27.262,207.651
26.885,27.362,207.651
26.885,27.461,207.651
26.885,27.561,207.651
26.885,27.66,207.651
26.885,27.76,207.651
26.885,27.859,207.651
26.885,27.959,207.651
26.885,28.058,207.651
26.885,28.158,207.651
26.885,28.257,207.651
26.885,28.357,207.651
26.885,28.456,207.651
26.885,28.556,207.651
26.885,28.655,207.651
26.885,28.755,207.651
26.885,28.854,207.651
26.885,28.954,207.651
26.885,29.053,207.651
26.885,29.153,207.651
26.885,29.252,207.651
26.885,29.352,207.651
26.885,29.451,207.651
26.989,29.49,207.927
26.989,29.69,207.927
26.989,29.889,207.927
26.989,29.988,207.927
26.989,30.088,207.927
26.989,30.387,207.927
26.989,30.487,207.927
27.093,30.627,208.203
27.093,30.826,208.203
27.093,31.026,208.203
27.093,31.126,208.203
27.093,31.325,208.203
26.782,31.3,207.376
26.885,31.342,207.651
26.989,31.383,207.927
26.989,31.583,207.927
27.093,31.625,208.203
27.093,31.824,208.203
27.093,31.924,208.203
27.093,32.024,208.203
27.093,32.123,208.203
27.093,32.223,208.203
27.093,32.323,208.203
27.093,32.423,208.203
27.093,32.522,208.203
27.093,32.622,208.203
27.093,32.822,208.203
27.093,32.921,208.203
27.093,33.021,208.203
27.197,33.065,208.481
27.197,33.265,208.481
27.197,33.365,208.481
27.197,33.465,208.481
27.197,33.565,208.481
27.197,33.665,208.481
27.197,33.764,208.481
27.197,33.864,208.481
27.197,33.964,208.481
27.197,34.064,208.481
27.197,34.164,208.481
27.197,34.264,208.481
27.197,34.364,208.481
27.197,34.464,208.481
27.197,34.564,208.481
27.197,34.664,208.481
27.197,34.763,208.481
27.197,34.863,208.481
27.197,34.963,208.481
27.197,35.063,208.481
27.197,35.163,208.481
27.197,35.263,208.481
27.197,35.363,208.481
27.197,35.463,208.481
27.197,35.563,208.481
27.197,35.662,208.481
27.197,35.762,208.481
27.197,35.862,208.481
27.197,36.062,208.481
27.301,36.51,208.759
27.301,36.71,208.759
27.301,36.81,208.759
27.301,36.91,208.759
27.301,37.01,208.759
27.301,37.11,208.759
27.301,37.21,208.759
27.301,37.31,208.759
27.301,37.411,208.759
27.301,37.511,208.759
27.301,37.611,208.759
27.301,37.711,208.759
27.301,37.811,208.759
27.301,37.911,208.759
27.301,38.011,208.759
27.301,38.111,208.759
27.301,38.211,208.759
27.301,38.311,208.759
27.301,38.611,208.759
27.405,38.863,209.037
27.405,39.163,209.037
27.405,39.364,209.037
27.301,39.411,208.759
27.465,1.563,203.865
27.565,1.565,204.13
27.565,1.663,204.13
27.565,1.761,204.13
27.565,1.858,204.13
27.565,1.956,204.13
27.565,2.054,204.13
27.565,2.152,204.13
27.565,2.25,204.13
27.565,2.347,204.13
27.665,2.351,204.397
27.665,2.448,204.397
27.665,2.644,204.397
27.665,2.84,204.397
27.665,2.938,204.397
27.665,3.036,204.397
27.665,3.134,204.397
27.665,3.232,204.397
27.665,3.33,204.397
27.665,3.428,204.397
27.665,3.526,204.397
27.665,3.624,204.397
27.665,3.722,204.397
27.665,3.82,204.397
27.665,4.015,204.397
27.765,4.217,204.664
27.765,4.413,204.664
27.765,4.609,204.664
27.765,4.707,204.664
27.765,4.805,204.664
27.765,4.903,204.664
27.765,5.001,204.664
27.765,5.099,204.664
27.765,5.198,204.664
27.765,5.296,204.664
27.765,5.394,204.664
27.765,5.492,204.664
27.866,5.597,204.932
27.866,5.793,204.932
27.866,5.99,204.932
27.866,6.088,204.932
27.866,6.186,204.932
27.866,6.284,204.932
27.866,6.481,204.932
27.866,6.579,204.932
27.866,6.677,204.932
27.866,6.775,204.932
27.866,6.874,204.932
27.866,6.972,204.932
27.966,6.981,205.201
27.966,7.079,205.201
27.966,7.178,205.201
27.966,7.276,205.201
27.966,7.374,205.201
27.966,7.473,205.201
27.966,7.571,205.201
27.966,7.669,205.201
27.966,7.768,205.201
27.966,7.866,205.201
27.966,7.964,205.201
27.966,8.063,205.201
27.966,8.161,205.201
27.966,8.259,205.201
27.966,8.357,205.201
27.966,8.456,205.201
27.966,8.554,205.201
27.966,8.652,205.201
27.966,8.751,205.201
27.966,8.849,205.201
27.966,8.947,205.201
27.966,9.046,205.201
27.966,9.144,205.201
27.966,9.242,205.201
27.966,9.341,205.201
27.966,9.439,205.201
27.966,9.636,205.201
28.068,9.747,205.47
28.068,9.944,205.47
28.068,10.042,205.47
28.068,10.141,205.47
28.068,10.239,205.47
28.068,10.338,205.47
28.068,10.436,205.47
28.068,10.534,205.47
28.068,10.633,205.47
28.068,10.731,205.47
28.068,10.83,205.47
28.068,10.928,205.47
28.068,11.027,205.47
28.068,11.125,205.47
28.068,11.224,205.47
28.068,11.322,205.47
28.068,11.42,205.47
28.068,11.519,205.47
28.068,11.617,205.47
28.068,11.716,205.47
28.068,11.814,205.47
28.068,11.913,205.47
28.068,12.011,205.47
28.068,12.11,205.47
28.068,12.208,205.47
28.068,12.307,205.47
28.068,12.405,205.47
28.068,12.503,205.47
28.068,12.602,205.47
28.068,12.996,205.47
28.169,13.013,205.74
28.169,13.21,205.74
28.169,13.309,205.74
28.169,13.407,205.74
28.169,13.506,205.74
28.169,13.604,205.74
28.169,13.703,205.74
28.169,13.801,205.74
28.169,13.9,205.74
28.169,13.999,205.74
28.169,14.097,205.74
28.169,14.294,205.74
28.27,14.412,206.011
28.372,14.53,206.283
28.372,14.727,206.283
28.372,14.826,206.283
28.372,14.925,206.283
28.372,15.024,206.283
28.372,15.123,206.283
28.372,15.222,206.283
28.372,15.32,206.283
28.372,15.419,206.283
28.372,15.518,206.283
28.372,15.617,206.283
28.372,15.716,206.283
28.372,15.815,206.283
28.372,16.012,206.283
28.372,16.111,206.283
28.27,16.189,206.011
28.372,16.408,206.283
28.372,16.507,206.283
28.372,16.605,206.283
28.372,16.704,206.283
28.372,16.803,206.283
28.372,17.001,206.283
28.27,17.077,206.011
28.27,17.275,206.011
28.372,17.297,206.283
28.372,17.396,206.283
28.372,17.495,206.283
28.372,17.594,206.283
28.372,17.693,206.283
28.372,17.89,206.283
28.474,18.013,206.555
28.474,18.112,206.555
28.474,18.211,206.555
28.474,18.31,206.555
28.474,18.409,206.555
28.474,18.508,206.555
28.474,18.607,206.555
28.474,18.706,206.555
28.474,18.805,206.555
28.474,18.904,206.555
28.474,19.003,206.555
28.474,19.102,206.555
28.474,19.201,206.555
28.474,19.3,206.555
28.474,19.399,206.555
28.474,19.498,206.555
28.474,19.596,206.555
28.474,19.695,206.555
28.474,19.794,206.555
28.474,19.893,206.555
28.474,19.992,206.555
28.474,20.091,206.555
28.474,20.19,206.555
28.474,20.289,206.555
28.474,20.388,206.555
28.474,20.487,206.555
28.474,20.586,206.555
28.474,20.685,206.555
28.474,20.784,206.555
28.474,20.883,206.555
28.474,20.982,206.555
28.474,21.081,206.555
28.474,21.18,206.555
28.474,21.279,206.555
28.474,21.378,206.555
28.474,21.477,206.555
28.474,21.675,206.555
28.577,21.704,206.828
28.577,22.1,206.828
28.577,22.199,206.828
28.577,22.298,206.828
28.577,22.397,206.828
28.577,22.595,206.828
28.679,22.725,207.101
28.679,22.923,207.101
28.679,23.122,207.101
28.679,23.32,207.101
28.577,23.388,206.828
28.679,23.419,207.101
28.577,23.487,206.828
28.577,23.586,206.828
28.577,23.785,206.828
28.577,23.884,206.828
28.577,23.983,206.828
28.577,24.181,206.828
28.679,24.312,207.101
28.679,24.511,207.101
28.679,24.61,207.101
28.679,24.809,207.101
28.679,25.007,207.101
28.782,25.239,207.376
28.782,25.338,207.376
28.782,25.438,207.376
28.782,25.736,207.376
28.885,26.068,207.651
28.885,26.168,207.651
28.885,26.267,207.651
28.885,26.367,207.651
28.782,26.63,207.376
28.782,26.928,207.376
28.782,27.027,207.376
28.782,27.226,207.376
28.885,27.362,207.651
28.885,27.561,207.651
28.885,27.66,207.651
28.885,27.76,207.651
28.885,27.859,207.651
28.885,27.959,207.651
28.885,28.058,207.651
28.885,28.158,207.651
28.885,28.257,207.651
28.885,28.357,207.651
28.885,28.456,207.651
28.885,28.556,207.651
28.885,28.655,207.651
28.885,28.854,207.651
28.885,29.053,207.651
28.885,29.153,207.651
28.885,29.352,207.651
28.989,29.49,207.927
28.989,29.59,207.927
28.989,29.69,207.927
28.989,29.789,207.927
28.989,29.889,207.927
28.989,29.988,207.927
28.989,30.088,207.927
28.989,30.188,207.927
28.989,30.387,207.927
28.989,30.487,207.927
29.093,30.627,208.203
29.093,30.826,208.203
29.093,31.026,208.203
29.093,31.126,208.203
29.093,31.226,208.203
29.093,31.325,208.203
29.093,31.425,208.203
29.093,31.525,208.203
29.093,31.625,208.203
29.093,31.724,208.203
29.093,31.824,208.203
29.093,31.924,208.203
29.093,32.024,208.203
29.093,32.123,208.203
29.093,32.223,208.203
29.093,32.323,208.203
29.093,32.423,208.203
29.093,32.522,208.203
29.093,32.622,208.203
29.093,32.722,208.203
29.093,32.921,208.203
29.197,32.965,208.481
29.197,33.065,208.481
29.197,33.265,208.481
29.197,33.365,208.481
29.197,33.465,208.481
29.197,33.565,208.481
29.197,33.665,208.481
29.197,33.764,208.481
29.197,33.864,208.481
29.197,33.964,208.481
29.197,34.064,208.481
29.197,34.164,208.481
29.197,34.264,208.481
29.197,34.364,208.481
29.197,34.464,208.481
29.197,34.564,208.481
29.197,34.664,208.481
29.197,34.763,208.481
29.197,34.863,208.481
29.197,34.963,208.481
29.197,35.063,208.481
29.197,35.163,208.481
29.197,35.263,208.481
29.197,35.363,208.481
29.197,35.463,208.481
29.197,35.563,208.481
29.197,35.662,208.481
29.197,35.762,208.481
29.197,35.862,208.481
29.197,35.962,208.481
29.197,36.062,208.481
29.197,36.162,208.481
29.197,36.262,208.481
29.197,36.462,208.481
29.301,36.61,208.759
29.301,36.71,208.759
29.301,36.81,208.759
29.301,36.91,208.759
29.301,37.01,208.759
29.301,37.11,208.759
29.301,37.21,208.759
29.301,37.31,208.759
29.301,37.411,208.759
29.301,37.511,208.759
29.301,37.711,208.759
29.301,38.011,208.759
29.405,38.262,209.037
29.405,38.462,209.037
29.405,38.562,209.037
29.405,38.662,209.037
29.405,38.763,209.037
29.405,38.863,209.037
29.405,38.963,209.037
29.405,39.063,209.037
29.405,39.163,209.037
29.405,39.364,209.037
29.405,39.564,209.037
29.51,39.617,209.317
29.565,1.761,204.13
29.565,1.858,204.13
29.565,1.956,204.13
29.565,2.152,204.13
29.565,2.25,204.13
29.565,2.347,204.13
29.565,2.445,204.13
29.565,2.543,204.13
29.565,2.641,204.13
29.565,2.837,204.13
29.665,2.938,204.397
29.665,3.036,204.397
29.665,3.134,204.397
29.665,3.232,204.397
29.665,3.33,204.397
29.665,3.428,204.397
29.665,3.526,204.397
29.665,3.624,204.397
29.665,3.722,204.397
29.665,3.82,204.397
29.665,3.918,204.397
29.665,4.015,204.397
29.665,4.113,204.397
29.665,4.211,204.397
29.665,4.309,204.397
29.665,4.407,204.397
29.665,4.505,204.397
29.665,4.603,204.397
29.665,4.799,204.397
29.665,4.897,204.397
29.665,4.995,204.397
29.665,5.191,204.397
29.665,5.387,204.397
29.765,5.394,204.664
29.765,5.59,204.664
29.765,5.688,204.664
29.765,5.982,204.664
29.765,6.08,204.664
29.866,6.186,204.932
29.866,6.284,204.932
29.866,6.677,204.932
29.966,6.686,205.201
29.966,6.784,205.201
29.966,6.981,205.201
29.866,7.168,204.932
29.966,7.178,205.201
29.866,7.266,204.932
29.866,7.463,204.932
29.866,7.561,204.932
29.866,7.757,204.932
29.866,7.856,204.932
29.866,8.052,204.932
29.866,8.15,204.932
29.866,8.248,204.932
29.866,8.347,204.932
29.866,8.445,204.932
29.866,8.543,204.932
29.966,8.554,205.201
29.966,8.652,205.201
29.966,8.947,205.201
30.068,9.255,205.47
30.068,9.353,205.47
30.068,9.451,205.47
30.068,9.55,205.47
30.068,9.648,205.47
30.068,9.747,205.47
30.068,9.845,205.47
30.068,9.944,205.47
30.068,10.042,205.47
30.068,10.141,205.47
30.068,10.239,205.47
30.068,10.338,205.47
30.068,10.436,205.47
30.068,10.534,205.47
30.068,10.633,205.47
30.068,10.731,205.47
30.068,10.83,205.47
30.068,10.928,205.47
30.068,11.027,205.47
30.068,11.125,205.47
30.068,11.224,205.47
30.068,11.322,205.47
30.068,11.42,205.47
30.068,11.519,205.47
30.068,11.617,205.47
30.068,11.716,205.47
30.068,11.814,205.47
30.068,11.913,205.47
30.068,12.011,205.47
30.068,12.11,205.47
30.068,12.208,205.47
30.068,12.307,205.47
30.068,12.405,205.47
30.068,12.503,205.47
30.068,12.602,205.47
30.068,12.996,205.47
30.169,13.013,205.74
30.169,13.21,205.74
30.169,13.309,205.74
30.169,13.407,205.74
30.169,13.506,205.74
30.169,13.604,205.74
30.169,13.703,205.74
30.169,13.801,205.74
30.169,13.9,205.74
30.169,13.999,205.74
30.169,14.097,205.74
30.169,14.196,205.74
30.169,14.393,205.74
30.169,14.492,205.74
30.27,14.708,206.011
30.27,14.905,206.011
30.27,15.004,206.011
30.27,15.103,206.011
30.27,15.202,206.011
30.27,15.3,206.011
30.27,15.399,206.011
30.27,15.498,206.011
30.27,15.596,206.011
30.27,15.695,206.011
30.27,15.794,206.011
30.27,15.893,206.011
30.27,15.991,206.011
30.27,16.09,206.011
30.27,16.189,206.011
30.27,16.287,206.011
30.27,16.386,206.011
30.27,16.485,206.011
30.27,16.584,206.011
30.372,16.605,206.283
30.372,16.704,206.283
30.372,16.803,206.283
30.372,16.902,206.283
30.372,17.001,206.283
30.372,17.1,206.283
30.372,17.198,206.283
30.372,17.297,206.283
30.372,17.396,206.283
30.372,17.495,206.283
30.372,17.594,206.283
30.372,17.693,206.283
30.372,17.791,206.283
30.372,17.89,206.283
30.372,17.989,206.283
30.372,18.088,206.283
30.372,18.187,206.283
30.372,18.286,206.283
30.372,18.385,206.283
30.372,18.483,206.283
30.372,18.582,206.283
30.372,18.681,206.283
30.372,18.78,206.283
30.372,18.879,206.283
30.372,18.978,206.283
30.372,19.175,206.283
30.372,19.373,206.283
30.474,19.498,206.555
30.474,19.596,206.555
30.474,19.794,206.555
30.474,19.893,206.555
30.474,19.992,206.555
30.474,20.091,206.555
30.474,20.19,206.555
30.474,20.289,206.555
30.474,20.388,206.555
30.474,20.487,206.555
30.474,20.586,206.555
30.474,20.685,206.555
30.474,20.784,206.555
30.474,20.883,206.555
30.474,20.982,206.555
30.474,21.081,206.555
30.474,21.18,206.555
30.474,21.279,206.555
30.474,21.477,206.555
30.577,21.704,206.828
30.577,21.902,206.828
30.577,22.1,206.828
30.577,22.298,206.828
30.577,22.397,206.828
30.577,22.595,206.828
30.679,22.824,207.101
30.679,22.923,207.101
30.679,23.022,207.101
30.679,23.122,207.101
30.679,23.221,207.101
30.679,23.32,207.101
30.679,23.419,207.101
30.679,23.518,207.101
30.679,23.618,207.101
30.679,23.717,207.101
30.679,23.816,207.101
30.577,23.983,206.828
30.679,24.015,207.101
30.577,24.181,206.828
30.679,24.213,207.101
30.679,24.312,207.101
30.679,24.412,207.101
30.679,24.511,207.101
30.679,24.61,207.101
30.679,24.709,207.101
30.679,24.809,207.101
30.679,24.908,207.101
30.679,25.007,207.101
30.679,25.106,207.101
30.679,25.205,207.101
30.679,25.305,207.101
30.679,25.404,207.101
30.679,25.801,207.101
30.782,25.835,207.376
30.782,25.934,207.376
30.782,26.133,207.376
30.782,26.332,207.376
30.782,26.531,207.376
30.782,26.63,207.376
30.885,26.665,207.651
30.885,26.765,207.651
30.885,26.864,207.651
30.885,27.163,207.651
30.885,27.262,207.651
30.885,27.461,207.651
30.782,27.624,207.376
30.782,27.723,207.376
30.782,27.922,207.376
30.782,28.12,207.376
30.782,28.22,207.376
30.885,28.257,207.651
30.885,28.357,207.651
30.885,28.456,207.651
30.885,28.655,207.651
30.885,28.854,207.651
30.885,29.053,207.651
30.885,29.153,207.651
30.885,29.352,207.651
30.989,29.49,207.927
30.989,29.59,207.927
30.989,29.69,207.927
30.989,29.789,207.927
30.989,29.889,207.927
30.989,29.988,207.927
30.989,30.088,207.927
30.989,30.188,207.927
30.989,30.287,207.927
30.989,30.387,207.927
30.989,30.487,207.927
30.989,30.586,207.927
30.989,30.686,207.927
30.989,30.786,207.927
30.989,30.885,207.927
30.989,30.985,207.927
30.989,31.084,207.927
30.989,31.184,207.927
30.989,31.284,207.927
30.989,31.383,207.927
30.989,31.483,207.927
30.989,31.583,207.927
30.989,31.682,207.927
30.989,31.782,207.927
30.989,31.881,207.927
30.989,31.981,207.927
30.989,32.081,207.927
30.989,32.18,207.927
30.989,32.28,207.927
30.989,32.38,207.927
30.989,32.479,207.927
30.989,32.579,207.927
30.989,32.678,207.927
30.989,32.778,207.927
30.989,32.977,207.927
30.989,33.077,207.927
31.093,33.121,208.203
31.197,33.265,208.481
31.197,33.465,208.481
31.197,33.565,208.481
31.197,33.665,208.481
31.197,33.764,208.481
31.197,33.864,208.481
31.197,33.964,208.481
31.197,34.064,208.481
31.197,34.164,208.481
31.197,34.264,208.481
31.197,34.364,208.481
31.197,34.464,208.481
31.197,34.564,208.481
31.197,34.664,208.481
31.197,34.763,208.481
31.197,34.863,208.481
31.197,34.963,208.481
31.197,35.063,208.481
31.197,35.163,208.481
31.197,35.263,208.481
31.197,35.363,208.481
31.197,35.463,208.481
31.197,35.563,208.481
31.197,35.662,208.481
31.197,35.762,208.481
31.197,35.862,208.481
31.197,35.962,208.481
31.197,36.062,208.481
31.197,36.162,208.481
31.197,36.262,208.481
31.197,36.462,208.481
31.301,36.61,208.759
31.301,36.71,208.759
31.301,36.81,208.759
31.301,36.91,208.759
31.301,37.01,208.759
31.301,37.11,208.759
31.301,37.21,208.759
31.301,37.31,208.759
31.301,37.411,208.759
31.301,37.511,208.759
31.301,37.611,208.759
31.301,37.711,208.759
31.301,37.911,208.759
31.301,38.111,208.759
31.197,38.16,208.481
31.197,38.36,208.481
31.301,38.511,208.759
31.301,38.711,208.759
31.301,38.811,208.759
31.301,39.011,208.759
31.405,39.063,209.037
31.405,39.163,209.037
31.405,39.364,209.037
31.405,39.464,209.037
31.465,1.563,203.865
31.465,1.661,203.865
31.465,1.758,203.865
31.465,1.954,203.865
31.465,2.051,203.865
31.565,2.054,204.13
31.565,2.25,204.13
31.565,2.347,204.13
31.565,2.445,204.13
31.565,2.543,204.13
31.565,2.641,204.13
31.565,2.739,204.13
31.565,2.837,204.13
31.565,2.934,204.13
31.565,3.032,204.13
31.565,3.13,204.13
31.565,3.228,204.13
31.565,3.326,204.13
31.565,3.423,204.13
31.565,3.521,204.13
31.565,3.619,204.13
31.565,3.717,204.13
31.565,3.815,204.13
31.565,4.01,204.13
31.665,4.113,204.397
31.665,4.309,204.397
31.665,4.505,204.397
31.665,4.603,204.397
31.665,4.799,204.397
31.665,4.897,204.397
31.665,4.995,204.397
31.665,5.191,204.397
31.665,5.387,204.397
31.765,5.394,204.664
31.765,5.492,204.664
31.765,5.59,204.664
31.765,5.688,204.664
31.765,5.786,204.664
31.765,5.884,204.664
31.765,5.982,204.664
31.765,6.08,204.664
31.765,6.178,204.664
31.765,6.276,204.664
31.765,6.374,204.664
31.765,6.472,204.664
31.765,6.57,204.664
31.765,6.669,204.664
31.765,6.767,204.664
31.765,6.865,204.664
31.765,6.963,204.664
31.765,7.061,204.664
31.765,7.159,204.664
31.765,7.257,204.664
31.765,7.355,204.664
31.765,7.453,204.664
31.765,7.551,204.664
31.765,7.649,204.664
31.765,7.747,204.664
31.765,7.845,204.664
31.866,8.052,204.932
31.866,8.445,204.932
31.866,8.543,204.932
31.866,8.739,204.932
31.966,8.751,205.201
31.966,8.849,205.201
31.966,9.046,205.201
31.966,9.144,205.201
31.966,9.341,205.201
31.966,9.439,205.201
31.966,9.537,205.201
31.966,9.636,205.201
31.966,9.734,205.201
31.966,9.832,205.201
31.966,9.931,205.201
31.966,10.029,205.201
31.966,10.127,205.201
31.966,10.226,205.201
32.068,10.239,205.47
32.068,10.338,205.47
32.068,10.436,205.47
31.966,10.521,205.201
31.966,10.717,205.201
31.966,10.816,205.201
31.966,11.012,205.201
31.966,11.111,205.201
31.966,11.209,205.201
31.966,11.307,205.201
31.966,11.406,205.201
31.966,11.504,205.201
31.966,11.602,205.201
31.966,11.7,205.201
31.966,11.799,205.201
32.068,11.913,205.47
32.068,12.11,205.47
32.068,12.208,205.47
32.068,12.405,205.47
32.068,12.503,205.47
32.169,12.52,205.74
32.169,12.618,205.74
32.169,12.816,205.74
32.169,13.013,205.74
32.169,13.111,205.74
32.068,13.193,205.47
32.169,13.21,205.74
32.068,13.488,205.47
32.169,13.506,205.74
32.169,13.604,205.74
32.169,13.703,205.74
32.169,13.9,205.74
32.169,14.097,205.74
32.169,14.196,205.74
32.169,14.294,205.74
32.169,14.393,205.74
32.169,14.492,205.74
32.169,14.59,205.74
32.169,14.689,205.74
32.169,14.787,205.74
32.169,14.886,205.74
32.169,14.984,205.74
32.169,15.083,205.74
32.169,15.28,205.74
32.169,15.477,205.74
32.27,15.596,206.011
32.27,15.794,206.011
32.27,15.893,206.011
32.27,15.991,206.011
32.27,16.09,206.011
32.27,16.189,206.011
32.27,16.287,206.011
32.27,16.386,206.011
32.27,16.485,206.011
32.27,16.584,206.011
32.27,16.682,206.011
32.372,16.803,206.283
32.372,16.902,206.283
32.372,17.001,206.283
32.372,17.198,206.283
32.372,17.297,206.283
32.372,17.396,206.283
32.372,17.495,206.283
32.372,17.594,206.283
32.372,17.693,206.283
32.372,17.791,206.283
32.372,17.89,206.283
32.372,17.989,206.283
32.372,18.088,206.283
32.372,18.187,206.283
32.372,18.286,206.283
32.372,18.385,206.283
32.372,18.483,206.283
32.372,18.582,206.283
32.372,18.681,206.283
32.372,18.78,206.283
32.372,18.879,206.283
32.372,18.978,206.283
32.372,19.076,206.283
32.372,19.175,206.283
32.372,19.274,206.283
32.372,19.373,206.283
32.372,19.472,206.283
32.372,19.571,206.283
32.372,19.669,206.283
32.372,19.768,206.283
32.372,19.867,206.283
32.372,19.966,206.283
32.372,20.065,206.283
32.372,20.164,206.283
32.372,20.263,206.283
32.372,20.361,206.283
32.372,20.46,206.283
32.372,20.559,206.283
32.474,20.586,206.555
32.474,20.685,206.555
32.474,20.883,206.555
32.474,21.081,206.555
32.474,21.18,206.555
32.474,21.279,206.555
32.474,21.378,206.555
32.474,21.477,206.555
32.474,21.576,206.555
32.474,21.675,206.555
32.474,21.774,206.555
32.474,21.873,206.555
32.474,21.972,206.555
32.474,22.071,206.555
32.474,22.269,206.555
32.474,22.368,206.555
32.474,22.467,206.555
32.474,22.665,206.555
32.474,22.863,206.555
32.577,22.893,206.828
32.577,22.992,206.828
32.577,23.091,206.828
32.577,23.19,206.828
32.577,23.289,206.828
32.577,23.388,206.828
32.577,23.487,206.828
32.577,23.586,206.828
32.577,23.686,206.828
32.577,23.785,206.828
32.577,23.884,206.828
32.577,23.983,206.828
32.577,24.082,206.828
32.577,24.181,206.828
32.577,24.28,206.828
32.577,24.379,206.828
32.577,24.478,206.828
32.577,24.578,206.828
32.679,24.809,207.101
32.679,25.205,207.101
32.679,25.305,207.101
32.679,25.404,207.101
32.679,25.602,207.101
32.679,25.702,207.101
32.679,25.801,207.101
32.679,25.9,207.101
32.679,25.999,207.101
32.679,26.099,207.101
32.782,26.133,207.376
32.782,26.232,207.376
32.782,26.332,207.376
32.782,26.431,207.376
32.782,26.531,207.376
32.782,26.63,207.376
32.782,26.729,207.376
32.782,26.829,207.376
32.782,26.928,207.376
32.782,27.027,207.376
32.782,27.127,207.376
32.782,27.524,207.376
32.885,27.76,207.651
32.885,27.859,207.651
32.885,27.959,207.651
32.885,28.058,207.651
32.885,28.158,207.651
32.885,28.257,207.651
32.885,28.357,207.651
32.885,28.456,207.651
32.885,28.556,207.651
32.885,28.755,207.651
32.782,28.816,207.376
32.782,28.915,207.376
32.782,29.015,207.376
32.885,29.053,207.651
32.885,29.153,207.651
32.885,29.352,207.651
32.885,29.451,207.651
32.885,29.551,207.651
32.885,29.65,207.651
32.885,29.75,207.651
32.885,29.849,207.651
32.885,29.949,207.651
32.885,30.048,207.651
32.885,30.148,207.651
32.885,30.247,207.651
32.885,30.347,207.651
32.885,30.446,207.651
32.885,30.546,207.651
32.885,30.645,207.651
32.885,30.745,207.651
32.885,30.844,207.651
32.885,30.944,207.651
32.885,31.043,207.651
32.885,31.441,207.651
32.989,31.483,207.927
32.989,31.682,207.927
32.989,31.782,207.927
32.989,31.881,207.927
32.989,31.981,207.927
32.989,32.081,207.927
32.989,32.18,207.927
32.989,32.28,207.927
32.989,32.38,207.927
32.989,32.479,207.927
32.989,32.579,207.927
32.989,32.678,207.927
32.989,32.778,207.927
32.989,32.878,207.927
32.989,32.977,207.927
32.989,33.077,207.927
32.989,33.177,207.927
32.989,33.276,207.927
32.989,33.376,207.927
32.989,33.476,207.927
33.093,33.62,208.203
33.093,33.819,208.203
33.093,33.919,208.203
33.093,34.119,208.203
33.093,34.218,208.203
33.093,34.318,208.203
33.093,34.418,208.203
33.093,34.518,208.203
33.093,34.617,208.203
33.093,34.717,208.203
33.093,34.817,208.203
33.093,34.917,208.203
33.093,35.016,208.203
33.093,35.116,208.203
33.093,35.216,208.203
33.093,35.316,208.203
33.093,35.515,208.203
33.093,35.615,208.203
33.197,35.662,208.481
33.197,35.862,208.481
33.197,35.962,208.481
33.197,36.062,208.481
33.197,36.162,208.481
33.197,36.262,208.481
33.197,36.362,208.481
33.197,36.462,208.481
33.197,36.562,208.481
33.197,36.661,208.481
33.197,36.761,208.481
33.197,36.861,208.481
33.197,37.061,208.481
33.197,37.161,208.481
33.197,37.361,208.481
33.301,37.511,208.759
33.301,37.611,208.759
33.301,37.711,208.759
33.301,37.811,208.759
33.301,37.911,208.759
33.301,38.011,208.759
33.301,38.111,208.759
33.301,38.211,208.759
33.301,38.311,208.759
33.301,38.411,208.759
33.405,38.662,209.037
33.405,38.863,209.037
33.405,39.063,209.037
33.301,39.211,208.759
33.301,39.311,208.759
33.405,39.464,209.037
33.465,1.661,203.865
33.465,1.758,203.865
33.565,1.761,204.13
33.665,1.763,204.397
33.565,1.956,204.13
33.565,2.054,204.13
33.565,2.445,204.13
33.565,2.543,204.13
33.565,2.641,204.13
33.665,2.742,204.397
33.665,2.84,204.397
33.665,3.134,204.397
33.665,3.232,204.397
33.665,3.33,204.397
33.665,3.428,204.397
33.665,3.526,204.397
33.665,3.624,204.397
33.665,3.722,204.397
33.665,3.82,204.397
33.665,4.015,204.397
33.765,4.217,204.664
33.765,4.413,204.664
33.765,4.609,204.664
33.765,4.707,204.664
33.765,4.903,204.664
33.765,5.099,204.664
