X,Y,Z
14.372,15.419,206.283
14.372,15.518,206.283
14.372,15.617,206.283
14.372,15.716,206.283
14.372,15.815,206.283
14.372,15.914,206.283
14.372,16.012,206.283
14.372,16.111,206.283
14.372,16.21,206.283
14.372,16.309,206.283
14.372,16.408,206.283
14.372,16.507,206.283
14.372,16.704,206.283
14.474,17.122,206.555
14.474,17.32,206.555
14.474,17.419,206.555
14.474,17.518,206.555
14.474,17.617,206.555
14.474,17.716,206.555
14.474,17.815,206.555
14.474,17.914,206.555
14.474,18.013,206.555
14.474,18.112,206.555
14.474,18.211,206.555
14.474,18.31,206.555
14.474,18.409,206.555
14.474,18.508,206.555
14.474,18.607,206.555
14.474,18.706,206.555
14.474,18.805,206.555
14.474,18.904,206.555
14.474,19.102,206.555
14.474,19.3,206.555
14.577,19.622,206.828
14.679,19.648,207.101
14.679,19.847,207.101
14.679,19.946,207.101
14.679,20.045,207.101
14.679,20.145,207.101
14.679,20.244,207.101
14.679,20.343,207.101
14.679,20.442,207.101
14.679,20.541,207.101
14.679,20.641,207.101
14.679,20.74,207.101
14.782,20.867,207.376
14.782,20.966,207.376
14.679,21.038,207.101
14.679,21.137,207.101
14.372,21.152,206.283
14.474,21.18,206.555
14.679,21.236,207.101
14.679,21.335,207.101
14.782,21.364,207.376
14.782,21.463,207.376
14.782,21.562,207.376
14.782,21.662,207.376
14.782,21.761,207.376
14.782,21.86,207.376
14.782,21.96,207.376
14.782,22.059,207.376
14.782,22.159,207.376
14.782,22.258,207.376
14.782,22.357,207.376
14.782,22.556,207.376
14.474,22.566,206.555
14.577,22.595,206.828
14.782,22.655,207.376
14.782,22.854,207.376
14.782,22.953,207.376
14.782,23.152,207.376
14.885,23.382,207.651
14.885,23.481,207.651
14.885,23.68,207.651
14.885,23.78,207.651
14.885,23.879,207.651
14.885,23.979,207.651
14.885,24.078,207.651
14.885,24.178,207.651
14.885,24.277,207.651
14.885,24.377,207.651
14.885,24.476,207.651
14.885,24.576,207.651
14.885,24.675,207.651
14.885,24.775,207.651
14.885,24.874,207.651
14.885,24.974,207.651
14.885,25.073,207.651
14.885,25.173,207.651
14.885,25.272,207.651
14.885,25.372,207.651
14.885,25.471,207.651
14.885,25.869,207.651
14.989,25.904,207.927
14.989,26.103,207.927
14.989,26.203,207.927
14.989,26.302,207.927
14.989,26.402,207.927
14.989,26.501,207.927
14.989,26.601,207.927
14.989,26.701,207.927
14.989,26.8,207.927
14.989,26.9,207.927
14.989,27.0,207.927
14.989,27.199,207.927
15.093,27.235,208.203
15.093,27.335,208.203
15.093,27.435,208.203
15.093,27.634,208.203
14.989,27.797,207.927
15.093,27.834,208.203
14.989,27.896,207.927
14.989,27.996,207.927
15.093,28.133,208.203
15.093,28.332,208.203
15.093,28.432,208.203
15.093,28.532,208.203
15.093,28.632,208.203
15.093,28.731,208.203
15.093,28.831,208.203
15.093,28.931,208.203
15.093,29.031,208.203
15.093,29.23,208.203
14.989,29.291,207.927
14.989,29.391,207.927
14.989,29.49,207.927
14.989,29.69,207.927
15.093,30.128,208.203
15.093,30.427,208.203
15.093,30.527,208.203
15.093,30.627,208.203
15.197,30.668,208.481
15.197,30.868,208.481
15.197,30.967,208.481
15.197,31.067,208.481
15.197,31.167,208.481
15.197,31.267,208.481
15.197,31.367,208.481
15.197,31.467,208.481
15.197,31.567,208.481
15.197,31.667,208.481
15.197,31.767,208.481
15.093,31.824,208.203
15.197,31.866,208.481
15.093,31.924,208.203
15.093,32.024,208.203
15.093,32.123,208.203
15.093,32.323,208.203
15.197,32.366,208.481
15.197,32.466,208.481
15.197,32.566,208.481
15.197,32.766,208.481
15.197,32.865,208.481
15.197,32.965,208.481
15.197,33.065,208.481
15.197,33.165,208.481
15.197,33.265,208.481
15.197,33.365,208.481
15.197,33.465,208.481
15.197,33.565,208.481
15.197,33.665,208.481
15.197,33.764,208.481
15.197,33.864,208.481
15.197,33.964,208.481
15.197,34.064,208.481
15.197,34.164,208.481
15.197,34.264,208.481
15.197,34.464,208.481
15.301,34.91,208.759
15.301,35.11,208.759
15.301,35.21,208.759
15.301,35.31,208.759
15.301,35.51,208.759
15.405,35.557,209.037
15.405,35.958,209.037
15.405,36.058,209.037
15.405,36.158,209.037
15.405,36.259,209.037
15.405,36.359,209.037
15.405,36.459,209.037
15.405,36.559,209.037
15.405,36.659,209.037
15.405,36.759,209.037
15.405,36.86,209.037
15.405,36.96,209.037
15.405,37.06,209.037
15.405,37.16,209.037
15.405,37.26,209.037
15.405,37.36,209.037
15.405,37.46,209.037
15.405,37.561,209.037
15.405,37.661,209.037
15.405,37.761,209.037
15.405,37.861,209.037
15.405,37.961,209.037
15.405,38.061,209.037
15.405,38.162,209.037
15.405,38.262,209.037
15.405,38.362,209.037
15.405,38.462,209.037
15.405,38.562,209.037
15.405,38.662,209.037
15.405,38.763,209.037
15.405,38.863,209.037
15.405,38.963,209.037
15.405,39.063,209.037
15.405,39.163,209.037
15.405,39.364,209.037
15.405,39.564,209.037
15.51,39.617,209.317
15.665,1.567,204.397
15.665,1.665,204.397
15.665,1.763,204.397
15.665,1.861,204.397
15.665,1.959,204.397
15.665,2.057,204.397
15.665,2.155,204.397
15.665,2.253,204.397
15.665,2.351,204.397
15.665,2.448,204.397
15.665,2.644,204.397
15.765,2.648,204.664
15.765,3.04,204.664
15.765,3.138,204.664
15.765,3.236,204.664
15.765,3.334,204.664
15.765,3.432,204.664
15.765,3.53,204.664
15.765,3.628,204.664
15.765,3.727,204.664
15.765,3.825,204.664
15.765,3.923,204.664
15.765,4.021,204.664
15.765,4.217,204.664
15.765,4.315,204.664
15.866,4.517,204.932
15.866,4.713,204.932
15.866,4.812,204.932
15.866,4.91,204.932
15.866,5.008,204.932
15.866,5.106,204.932
15.866,5.204,204.932
15.866,5.303,204.932
15.866,5.401,204.932
15.866,5.499,204.932
15.866,5.597,204.932
15.866,5.695,204.932
15.866,5.793,204.932
15.866,5.892,204.932
15.866,5.99,204.932
15.866,6.088,204.932
15.866,6.186,204.932
15.866,6.383,204.932
15.966,6.391,205.201
15.966,6.489,205.201
15.966,6.686,205.201
15.966,6.784,205.201
15.966,6.981,205.201
15.966,7.079,205.201
15.966,7.178,205.201
15.966,7.276,205.201
15.966,7.374,205.201
15.966,7.473,205.201
15.966,7.571,205.201
15.966,7.669,205.201
15.966,7.768,205.201
15.966,7.866,205.201
15.966,7.964,205.201
15.966,8.063,205.201
15.966,8.161,205.201
15.966,8.259,205.201
15.966,8.357,205.201
15.966,8.456,205.201
15.966,8.554,205.201
15.966,8.652,205.201
15.966,8.849,205.201
16.068,8.959,205.47
16.068,9.156,205.47
16.068,9.255,205.47
16.068,9.353,205.47
16.068,9.451,205.47
16.068,9.55,205.47
16.068,9.648,205.47
16.068,9.747,205.47
16.068,9.845,205.47
16.068,9.944,205.47
16.068,10.042,205.47
16.068,10.141,205.47
16.068,10.338,205.47
16.169,10.548,205.74
16.169,10.844,205.74
16.169,11.041,205.74
16.169,11.14,205.74
16.169,11.238,205.74
16.169,11.337,205.74
16.169,11.435,205.74
16.169,11.534,205.74
16.169,11.633,205.74
16.169,11.731,205.74
16.169,11.83,205.74
16.169,11.928,205.74
16.169,12.126,205.74
16.169,12.323,205.74
16.27,12.438,206.011
16.27,12.635,206.011
16.27,12.734,206.011
16.27,12.833,206.011
16.27,12.931,206.011
16.27,13.03,206.011
16.27,13.129,206.011
16.27,13.227,206.011
16.27,13.326,206.011
16.27,13.425,206.011
16.27,13.523,206.011
16.27,13.622,206.011
16.27,13.721,206.011
16.27,13.82,206.011
16.27,13.918,206.011
16.27,14.017,206.011
16.27,14.116,206.011
16.27,14.214,206.011
16.27,14.313,206.011
16.372,14.431,206.283
16.372,14.53,206.283
16.372,14.629,206.283
16.372,14.826,206.283
16.372,14.925,206.283
16.372,15.024,206.283
16.372,15.222,206.283
16.372,15.419,206.283
16.474,15.539,206.555
16.474,15.638,206.555
16.474,15.836,206.555
16.372,15.914,206.283
16.372,16.111,206.283
16.372,16.21,206.283
16.372,16.408,206.283
16.372,16.507,206.283
16.372,16.605,206.283
16.372,16.704,206.283
16.372,16.803,206.283
16.372,16.902,206.283
16.372,17.1,206.283
16.474,17.221,206.555
16.474,17.32,206.555
16.474,17.419,206.555
16.474,17.518,206.555
16.474,17.617,206.555
16.474,17.716,206.555
16.474,17.815,206.555
16.474,17.914,206.555
16.474,18.013,206.555
16.474,18.112,206.555
16.474,18.211,206.555
16.474,18.31,206.555
16.474,18.409,206.555
16.474,18.508,206.555
16.474,18.607,206.555
16.474,18.706,206.555
16.474,18.805,206.555
16.474,18.904,206.555
16.474,19.003,206.555
16.577,19.127,206.828
16.577,19.226,206.828
16.577,19.325,206.828
16.577,19.424,206.828
16.577,19.523,206.828
16.577,19.721,206.828
16.577,19.821,206.828
16.577,19.92,206.828
16.577,20.019,206.828
16.577,20.118,206.828
16.577,20.217,206.828
16.577,20.316,206.828
16.577,20.415,206.828
16.577,20.514,206.828
16.577,20.713,206.828
16.474,20.883,206.555
16.474,21.18,206.555
16.474,21.477,206.555
16.474,21.576,206.555
16.577,21.704,206.828
16.577,21.803,206.828
16.474,22.071,206.555
16.474,22.368,206.555
16.577,22.595,206.828
16.577,22.893,206.828
16.577,22.992,206.828
16.577,23.091,206.828
16.679,23.419,207.101
16.679,23.717,207.101
16.679,23.816,207.101
16.679,23.915,207.101
16.679,24.015,207.101
16.679,24.114,207.101
16.679,24.213,207.101
16.679,24.312,207.101
16.679,24.412,207.101
16.679,24.511,207.101
16.679,24.61,207.101
16.782,24.841,207.376
16.782,24.941,207.376
16.782,25.04,207.376
16.885,25.073,207.651
16.885,25.173,207.651
16.885,25.372,207.651
16.885,25.471,207.651
16.885,25.571,207.651
16.885,25.67,207.651
16.885,25.77,207.651
16.885,25.869,207.651
16.885,25.969,207.651
16.885,26.068,207.651
16.885,26.168,207.651
16.885,26.267,207.651
16.782,26.332,207.376
16.782,26.531,207.376
16.782,26.63,207.376
16.885,26.765,207.651
16.885,26.864,207.651
16.885,26.964,207.651
16.885,27.063,207.651
16.885,27.163,207.651
16.885,27.262,207.651
16.885,27.362,207.651
16.885,27.461,207.651
16.885,27.561,207.651
16.885,27.66,207.651
16.885,27.76,207.651
16.885,27.859,207.651
16.885,27.959,207.651
16.885,28.058,207.651
16.885,28.158,207.651
16.885,28.257,207.651
16.885,28.357,207.651
16.885,28.456,207.651
16.885,28.556,207.651
16.885,28.755,207.651
16.989,28.992,207.927
16.989,29.291,207.927
16.989,29.49,207.927
16.989,29.59,207.927
16.989,29.69,207.927
16.989,29.789,207.927
16.989,29.889,207.927
16.989,29.988,207.927
16.989,30.088,207.927
16.989,30.188,207.927
16.989,30.287,207.927
16.989,30.387,207.927
16.989,30.487,207.927
16.989,30.586,207.927
16.989,30.686,207.927
16.989,30.786,207.927
16.989,30.885,207.927
16.989,30.985,207.927
16.989,31.184,207.927
16.989,31.284,207.927
17.093,31.425,208.203
17.093,31.625,208.203
17.093,31.824,208.203
17.093,31.924,208.203
17.197,31.966,208.481
17.197,32.066,208.481
17.197,32.166,208.481
17.197,32.266,208.481
17.197,32.366,208.481
17.197,32.466,208.481
17.197,32.566,208.481
17.197,32.666,208.481
17.197,32.766,208.481
17.197,32.865,208.481
17.197,32.965,208.481
17.197,33.065,208.481
17.197,33.165,208.481
17.197,33.265,208.481
17.197,33.365,208.481
17.197,33.465,208.481
17.197,33.565,208.481
17.301,33.609,208.759
17.301,33.709,208.759
17.301,33.91,208.759
17.301,34.11,208.759
17.301,34.21,208.759
17.301,34.31,208.759
17.301,34.41,208.759
17.301,34.51,208.759
17.301,34.61,208.759
17.301,34.71,208.759
17.301,34.81,208.759
17.301,34.91,208.759
17.301,35.01,208.759
17.301,35.11,208.759
17.301,35.21,208.759
17.301,35.31,208.759
17.301,35.41,208.759
17.301,35.51,208.759
17.301,35.61,208.759
17.301,35.71,208.759
17.301,35.81,208.759
17.301,35.91,208.759
17.301,36.01,208.759
17.301,36.11,208.759
17.301,36.31,208.759
17.405,36.359,209.037
17.405,36.759,209.037
17.405,36.86,209.037
17.405,36.96,209.037
17.405,37.06,209.037
17.405,37.16,209.037
17.405,37.26,209.037
17.405,37.36,209.037
17.405,37.46,209.037
17.405,37.561,209.037
17.405,37.661,209.037
17.405,37.761,209.037
17.405,37.861,209.037
17.405,37.961,209.037
17.405,38.061,209.037
17.405,38.162,209.037
17.405,38.262,209.037
17.405,38.362,209.037
17.405,38.462,209.037
17.405,38.562,209.037
17.405,38.662,209.037
17.405,38.763,209.037
17.405,38.863,209.037
17.405,38.963,209.037
17.405,39.063,209.037
17.405,39.163,209.037
17.405,39.364,209.037
17.405,39.464,209.037
17.565,1.467,204.13
17.565,1.663,204.13
17.665,2.057,204.397
17.665,2.253,204.397
17.665,2.351,204.397
17.665,2.448,204.397
17.665,2.546,204.397
17.665,2.644,204.397
17.665,2.742,204.397
17.665,2.84,204.397
17.665,2.938,204.397
17.665,3.036,204.397
17.665,3.134,204.397
17.665,3.232,204.397
17.665,3.33,204.397
17.665,3.428,204.397
17.665,3.526,204.397
17.665,3.624,204.397
17.665,3.722,204.397
17.665,3.82,204.397
17.665,4.015,204.397
17.665,4.309,204.397
17.765,4.511,204.664
17.765,4.707,204.664
17.765,4.805,204.664
17.765,4.903,204.664
17.765,5.099,204.664
17.866,5.204,204.932
17.866,5.401,204.932
17.866,5.499,204.932
17.866,5.597,204.932
17.866,5.695,204.932
17.866,5.793,204.932
17.866,5.892,204.932
17.866,5.99,204.932
17.866,6.088,204.932
17.866,6.186,204.932
17.866,6.383,204.932
17.966,6.391,205.201
17.966,6.489,205.201
17.966,6.686,205.201
17.966,6.784,205.201
17.966,6.981,205.201
17.966,7.079,205.201
17.966,7.178,205.201
17.966,7.276,205.201
17.966,7.374,205.201
17.966,7.473,205.201
17.966,7.571,205.201
17.966,7.669,205.201
17.966,7.768,205.201
17.966,7.866,205.201
17.966,7.964,205.201
17.966,8.063,205.201
17.966,8.259,205.201
17.966,8.456,205.201
18.068,8.565,205.47
18.068,8.664,205.47
18.068,8.762,205.47
18.068,8.861,205.47
18.068,8.959,205.47
18.068,9.058,205.47
18.068,9.156,205.47
18.068,9.255,205.47
18.068,9.353,205.47
18.068,9.451,205.47
18.068,9.55,205.47
18.068,9.648,205.47
18.068,9.747,205.47
18.068,9.845,205.47
18.068,9.944,205.47
18.068,10.042,205.47
18.068,10.141,205.47
18.068,10.239,205.47
18.068,10.436,205.47
18.068,10.633,205.47
18.169,10.844,205.74
18.169,11.041,205.74
18.169,11.14,205.74
18.169,11.238,205.74
18.169,11.337,205.74
18.169,11.435,205.74
18.169,11.534,205.74
18.169,11.633,205.74
18.169,11.731,205.74
18.169,11.83,205.74
18.169,11.928,205.74
18.169,12.027,205.74
18.169,12.126,205.74
18.169,12.224,205.74
18.169,12.323,205.74
18.169,12.421,205.74
18.169,12.52,205.74
18.169,12.618,205.74
18.169,12.717,205.74
18.169,12.816,205.74
18.169,13.013,205.74
18.169,13.21,205.74
18.169,13.309,205.74
18.27,13.326,206.011
18.27,13.425,206.011
18.27,13.523,206.011
18.27,13.622,206.011
18.27,13.721,206.011
18.27,13.82,206.011
18.27,13.918,206.011
18.27,14.017,206.011
18.27,14.116,206.011
18.27,14.214,206.011
18.27,14.313,206.011
18.27,14.412,206.011
18.27,14.511,206.011
18.27,14.609,206.011
18.27,14.708,206.011
18.27,14.807,206.011
18.27,14.905,206.011
18.372,14.925,206.283
18.372,15.024,206.283
18.372,15.123,206.283
18.372,15.222,206.283
18.372,15.32,206.283
18.372,15.419,206.283
18.372,15.518,206.283
18.372,15.617,206.283
18.372,15.716,206.283
18.372,15.815,206.283
18.372,15.914,206.283
18.372,16.012,206.283
18.372,16.111,206.283
18.372,16.21,206.283
18.372,16.309,206.283
18.372,16.408,206.283
18.372,16.507,206.283
18.372,16.605,206.283
18.372,16.704,206.283
18.372,16.803,206.283
18.372,16.902,206.283
18.372,17.001,206.283
18.372,17.1,206.283
18.372,17.198,206.283
18.372,17.297,206.283
18.372,17.396,206.283
18.474,17.419,206.555
18.474,17.518,206.555
18.474,17.716,206.555
18.474,17.914,206.555
18.474,18.013,206.555
18.474,18.112,206.555
18.474,18.211,206.555
18.577,18.334,206.828
18.577,18.433,206.828
18.577,18.532,206.828
18.577,18.631,206.828
18.577,18.73,206.828
18.577,18.929,206.828
18.577,19.028,206.828
18.577,19.127,206.828
18.577,19.226,206.828
18.577,19.325,206.828
18.577,19.424,206.828
18.577,19.523,206.828
18.577,19.622,206.828
18.577,19.721,206.828
18.577,19.821,206.828
18.577,19.92,206.828
18.577,20.019,206.828
18.577,20.118,206.828
18.577,20.217,206.828
18.577,20.316,206.828
18.577,20.415,206.828
18.577,20.514,206.828
18.577,20.613,206.828
18.577,20.713,206.828
18.577,20.812,206.828
18.577,20.911,206.828
18.577,21.01,206.828
18.577,21.109,206.828
18.577,21.208,206.828
18.577,21.307,206.828
18.577,21.406,206.828
18.577,21.505,206.828
18.782,21.562,207.376
18.885,21.591,207.651
18.577,21.803,206.828
18.679,21.831,207.101
18.679,22.03,207.101
18.679,22.228,207.101
18.679,22.328,207.101
18.679,22.427,207.101
18.679,22.526,207.101
18.679,22.625,207.101
18.679,22.725,207.101
18.679,22.824,207.101
18.679,22.923,207.101
18.679,23.022,207.101
18.679,23.419,207.101
18.782,23.45,207.376
18.782,23.55,207.376
18.782,23.748,207.376
18.782,23.848,207.376
18.782,23.947,207.376
18.782,24.046,207.376
18.782,24.146,207.376
18.782,24.245,207.376
18.782,24.345,207.376
18.782,24.444,207.376
18.782,24.543,207.376
18.782,24.643,207.376
18.782,24.742,207.376
18.782,24.841,207.376
18.782,24.941,207.376
18.782,25.04,207.376
18.782,25.139,207.376
18.782,25.239,207.376
18.782,25.338,207.376
18.782,25.537,207.376
18.782,25.736,207.376
18.782,25.835,207.376
18.885,25.869,207.651
18.885,25.969,207.651
18.885,26.068,207.651
18.885,26.267,207.651
18.885,26.566,207.651
18.989,26.8,207.927
18.989,27.099,207.927
18.989,27.199,207.927
18.989,27.298,207.927
18.989,27.398,207.927
18.989,27.498,207.927
18.989,27.597,207.927
18.989,27.697,207.927
18.989,27.797,207.927
18.989,27.896,207.927
18.989,27.996,207.927
18.989,28.096,207.927
18.989,28.195,207.927
18.989,28.295,207.927
18.989,28.394,207.927
18.989,28.494,207.927
18.989,28.594,207.927
18.989,28.693,207.927
18.989,28.793,207.927
18.989,28.992,207.927
18.989,29.191,207.927
19.093,29.33,208.203
19.093,29.53,208.203
19.093,29.629,208.203
19.093,29.729,208.203
19.093,29.829,208.203
19.093,29.929,208.203
19.093,30.028,208.203
19.093,30.128,208.203
19.093,30.228,208.203
19.093,30.328,208.203
19.093,30.427,208.203
19.093,30.527,208.203
19.093,30.627,208.203
19.093,30.727,208.203
19.093,30.826,208.203
19.093,30.926,208.203
19.093,31.026,208.203
19.093,31.126,208.203
19.093,31.226,208.203
19.197,31.267,208.481
19.197,31.467,208.481
19.093,31.525,208.203
19.093,31.625,208.203
19.093,31.724,208.203
19.093,31.924,208.203
19.093,32.024,208.203
19.093,32.123,208.203
19.093,32.223,208.203
19.093,32.323,208.203
19.093,32.423,208.203
19.093,32.522,208.203
19.093,32.622,208.203
19.093,32.722,208.203
19.197,32.766,208.481
19.197,32.865,208.481
19.197,32.965,208.481
19.197,33.065,208.481
19.197,33.165,208.481
19.197,33.265,208.481
19.197,33.365,208.481
19.197,33.465,208.481
19.197,33.565,208.481
19.197,33.665,208.481
19.197,33.764,208.481
19.197,33.864,208.481
19.197,33.964,208.481
19.197,34.064,208.481
19.197,34.164,208.481
19.197,34.264,208.481
19.197,34.464,208.481
19.301,34.91,208.759
19.301,35.11,208.759
19.301,35.21,208.759
19.301,35.31,208.759
19.301,35.41,208.759
19.301,35.51,208.759
19.301,35.61,208.759
19.301,35.71,208.759
19.301,35.81,208.759
19.301,35.91,208.759
19.301,36.01,208.759
19.301,36.11,208.759
19.301,36.21,208.759
19.301,36.31,208.759
19.301,36.41,208.759
19.301,36.51,208.759
19.301,36.61,208.759
19.301,36.71,208.759
19.301,36.81,208.759
19.301,36.91,208.759
19.301,37.11,208.759
19.405,37.16,209.037
19.405,37.561,209.037
19.405,37.661,209.037
19.405,37.761,209.037
19.405,37.861,209.037
19.405,37.961,209.037
19.405,38.061,209.037
19.405,38.162,209.037
19.405,38.262,209.037
19.405,38.362,209.037
19.405,38.562,209.037
19.405,38.662,209.037
19.405,38.963,209.037
19.405,39.063,209.037
19.51,39.216,209.317
19.51,39.316,209.317
19.565,1.467,204.13
19.565,1.565,204.13
19.665,1.567,204.397
19.665,1.665,204.397
19.665,1.861,204.397
19.665,2.057,204.397
19.665,2.155,204.397
19.665,2.253,204.397
19.665,2.351,204.397
19.665,2.546,204.397
19.665,2.742,204.397
19.665,2.84,204.397
19.665,2.938,204.397
19.765,2.942,204.664
19.765,3.138,204.664
19.765,3.236,204.664
19.765,3.334,204.664
19.765,3.432,204.664
19.765,3.53,204.664
19.765,3.628,204.664
19.765,3.727,204.664
19.765,3.825,204.664
19.765,3.923,204.664
19.765,4.021,204.664
19.765,4.119,204.664
19.765,4.217,204.664
19.765,4.315,204.664
19.765,4.413,204.664
19.765,4.511,204.664
19.765,4.609,204.664
19.765,4.707,204.664
19.866,4.812,204.932
19.866,5.008,204.932
19.866,5.204,204.932
19.866,5.303,204.932
19.866,5.401,204.932
19.866,5.499,204.932
19.866,5.695,204.932
19.866,5.793,204.932
19.866,5.892,204.932
19.866,5.99,204.932
19.866,6.088,204.932
19.866,6.186,204.932
19.966,6.194,205.201
19.966,6.293,205.201
19.966,6.391,205.201
19.966,6.489,205.201
19.966,6.588,205.201
19.966,6.686,205.201
19.966,6.784,205.201
19.966,6.883,205.201
19.966,6.981,205.201
19.966,7.079,205.201
19.966,7.178,205.201
19.966,7.276,205.201
19.966,7.374,205.201
19.966,7.473,205.201
19.966,7.571,205.201
19.966,7.669,205.201
19.966,7.768,205.201
19.966,7.866,205.201
19.966,8.161,205.201
20.068,8.467,205.47
20.068,8.565,205.47
20.068,8.762,205.47
19.966,8.849,205.201
19.966,8.947,205.201
19.966,9.046,205.201
20.068,9.058,205.47
20.068,9.156,205.47
20.068,9.353,205.47
20.068,9.451,205.47
20.068,9.55,205.47
20.068,9.648,205.47
20.068,9.747,205.47
20.068,9.845,205.47
20.068,9.944,205.47
20.068,10.042,205.47
20.068,10.141,205.47
20.068,10.239,205.47
20.068,10.338,205.47
20.068,10.436,205.47
20.068,10.534,205.47
20.068,10.633,205.47
20.068,10.731,205.47
20.068,10.83,205.47
20.068,10.928,205.47
20.068,11.027,205.47
20.068,11.125,205.47
20.068,11.224,205.47
20.068,11.322,205.47
20.068,11.42,205.47
20.068,11.519,205.47
20.068,11.617,205.47
20.068,11.716,205.47
20.068,11.814,205.47
20.068,12.208,205.47
20.169,12.224,205.74
20.169,12.421,205.74
20.169,12.52,205.74
20.169,12.618,205.74
20.169,12.717,205.74
20.169,12.816,205.74
20.169,12.914,205.74
20.169,13.013,205.74
20.169,13.111,205.74
20.169,13.21,205.74
20.169,13.309,205.74
20.169,13.407,205.74
20.27,13.523,206.011
20.27,13.721,206.011
20.27,13.82,206.011
20.27,14.017,206.011
20.27,14.116,206.011
20.27,14.214,206.011
20.27,14.313,206.011
20.27,14.412,206.011
20.27,14.511,206.011
20.27,14.609,206.011
20.27,14.708,206.011
20.27,14.807,206.011
20.27,14.905,206.011
20.27,15.004,206.011
20.27,15.103,206.011
20.372,15.222,206.283
20.372,15.32,206.283
20.372,15.419,206.283
20.372,15.617,206.283
20.372,15.716,206.283
20.372,15.815,206.283
20.372,15.914,206.283
20.372,16.012,206.283
20.372,16.111,206.283
20.372,16.21,206.283
20.372,16.309,206.283
20.372,16.408,206.283
20.372,16.507,206.283
20.372,16.605,206.283
20.372,16.803,206.283
20.372,17.001,206.283
20.474,17.122,206.555
20.474,17.221,206.555
20.474,17.419,206.555
20.474,17.518,206.555
20.474,17.617,206.555
20.474,17.716,206.555
20.474,17.815,206.555
20.474,17.914,206.555
20.474,18.013,206.555
20.474,18.112,206.555
20.474,18.211,206.555
20.474,18.31,206.555
20.474,18.409,206.555
20.474,18.508,206.555
20.474,18.607,206.555
20.474,18.706,206.555
20.474,18.805,206.555
20.474,18.904,206.555
20.474,19.003,206.555
20.577,19.127,206.828
20.577,19.226,206.828
20.577,19.325,206.828
20.577,19.424,206.828
20.577,19.523,206.828
20.577,19.721,206.828
20.577,19.92,206.828
20.577,20.019,206.828
20.577,20.316,206.828
20.577,20.415,206.828
20.679,20.541,207.101
20.679,20.641,207.101
20.679,20.74,207.101
20.679,20.839,207.101
20.679,20.938,207.101
20.679,21.038,207.101
20.679,21.137,207.101
20.679,21.236,207.101
20.679,21.335,207.101
20.679,21.435,207.101
20.679,21.732,207.101
20.577,21.803,206.828
20.372,21.844,206.283
20.474,21.873,206.555
20.577,22.1,206.828
20.679,22.129,207.101
20.679,22.228,207.101
20.679,22.328,207.101
20.679,22.427,207.101
20.679,22.526,207.101
20.679,22.625,207.101
20.679,22.725,207.101
20.679,22.824,207.101
20.679,22.923,207.101
20.679,23.022,207.101
20.679,23.419,207.101
20.782,23.45,207.376
20.782,23.55,207.376
20.782,23.748,207.376
20.782,23.848,207.376
20.782,23.947,207.376
20.782,24.046,207.376
20.782,24.146,207.376
20.782,24.245,207.376
20.782,24.345,207.376
20.782,24.444,207.376
20.782,24.543,207.376
20.782,24.742,207.376
20.782,24.941,207.376
20.782,25.04,207.376
20.885,25.073,207.651
20.885,25.173,207.651
20.885,25.272,207.651
20.885,25.471,207.651
20.885,25.571,207.651
20.885,25.67,207.651
20.885,25.77,207.651
20.885,25.869,207.651
20.885,25.969,207.651
20.885,26.068,207.651
20.885,26.168,207.651
20.885,26.267,207.651
20.782,26.332,207.376
20.782,26.431,207.376
20.782,26.531,207.376
20.885,26.566,207.651
20.885,26.765,207.651
20.885,26.864,207.651
20.989,27.0,207.927
20.989,27.099,207.927
20.989,27.298,207.927
20.989,27.498,207.927
20.989,27.597,207.927
20.885,27.66,207.651
20.989,27.697,207.927
20.885,27.859,207.651
20.885,27.959,207.651
20.885,28.058,207.651
20.885,28.158,207.651
20.885,28.257,207.651
20.885,28.357,207.651
20.885,28.456,207.651
20.885,28.556,207.651
20.885,28.655,207.651
20.885,28.954,207.651
20.989,29.191,207.927
20.989,29.49,207.927
20.989,29.59,207.927
20.989,29.69,207.927
20.989,29.789,207.927
20.989,29.889,207.927
20.989,29.988,207.927
20.989,30.088,207.927
20.989,30.188,207.927
20.989,30.287,207.927
20.989,30.387,207.927
20.989,30.487,207.927
20.989,30.586,207.927
20.989,30.686,207.927
20.989,30.786,207.927
20.989,30.885,207.927
20.989,30.985,207.927
20.989,31.184,207.927
20.989,31.284,207.927
21.093,31.425,208.203
21.093,31.625,208.203
21.093,31.824,208.203
21.093,31.924,208.203
21.093,32.024,208.203
21.093,32.123,208.203
21.093,32.223,208.203
21.093,32.323,208.203
21.093,32.423,208.203
21.093,32.522,208.203
21.093,32.622,208.203
21.197,32.666,208.481
21.197,32.766,208.481
21.197,32.865,208.481
21.197,32.965,208.481
21.197,33.065,208.481
21.197,33.165,208.481
21.197,33.265,208.481
21.197,33.365,208.481
21.197,33.465,208.481
21.197,33.665,208.481
21.301,34.11,208.759
21.301,34.31,208.759
21.301,34.41,208.759
21.301,34.51,208.759
21.197,34.564,208.481
21.197,34.763,208.481
21.197,34.863,208.481
21.197,34.963,208.481
21.197,35.063,208.481
21.197,35.163,208.481
21.197,35.263,208.481
21.197,35.363,208.481
21.197,35.463,208.481
21.197,35.662,208.481
21.301,35.81,208.759
21.301,35.91,208.759
21.301,36.01,208.759
21.301,36.11,208.759
21.301,36.21,208.759
