,X,Y,Z
0,51.765,1.275,204.664
1,51.765,1.471,204.664
2,51.765,1.569,204.664
3,51.866,1.669,204.932
4,51.866,1.866,204.932
5,51.866,2.062,204.932
6,51.866,2.16,204.932
7,51.866,2.258,204.932
8,51.866,2.357,204.932
9,51.866,2.455,204.932
10,51.966,2.655,205.201
11,51.966,2.851,205.201
12,51.966,3.048,205.201
13,51.966,3.146,205.201
14,51.966,3.245,205.201
15,51.966,3.343,205.201
16,51.966,3.441,205.201
17,51.966,3.54,205.201
18,51.966,3.638,205.201
19,51.966,3.736,205.201
20,51.966,3.835,205.201
21,51.966,3.933,205.201
22,51.966,4.031,205.201
23,51.966,4.13,205.201
24,51.966,4.228,205.201
25,51.966,4.326,205.201
26,51.966,4.425,205.201
27,51.966,4.523,205.201
28,51.966,4.621,205.201
29,51.966,4.72,205.201
30,51.966,4.818,205.201
31,51.966,4.916,205.201
32,51.966,5.014,205.201
33,51.966,5.113,205.201
34,51.966,5.211,205.201
35,51.966,5.309,205.201
36,51.966,5.408,205.201
37,51.966,5.506,205.201
38,51.966,5.604,205.201
39,51.966,5.998,205.201
40,52.068,6.203,205.47
41,52.068,6.301,205.47
42,52.068,6.498,205.47
43,52.068,6.695,205.47
44,52.068,6.793,205.47
45,52.068,6.99,205.47
46,52.169,7.098,205.74
47,52.169,7.295,205.74
48,52.169,7.394,205.74
49,52.068,7.581,205.47
50,52.068,7.778,205.47
51,52.169,7.887,205.74
52,52.169,7.985,205.74
53,52.169,8.084,205.74
54,52.169,8.182,205.74
55,52.169,8.281,205.74
56,52.169,8.379,205.74
57,52.169,8.478,205.74
58,52.169,8.577,205.74
59,52.169,8.675,205.74
60,52.169,8.774,205.74
61,52.169,8.872,205.74
62,52.169,8.971,205.74
63,52.169,9.07,205.74
64,52.169,9.168,205.74
65,52.169,9.267,205.74
66,52.169,9.365,205.74
67,52.169,9.562,205.74
68,52.169,9.661,205.74
69,52.27,9.772,206.011
70,52.27,9.97,206.011
71,52.27,10.167,206.011
72,52.27,10.365,206.011
73,52.27,10.463,206.011
74,52.27,10.562,206.011
75,52.372,10.576,206.283
76,52.372,10.774,206.283
77,52.372,10.873,206.283
78,52.372,10.971,206.283
79,52.372,11.07,206.283
80,52.372,11.169,206.283
81,52.372,11.268,206.283
82,52.372,11.367,206.283
83,52.372,11.466,206.283
84,52.372,11.564,206.283
85,52.372,11.663,206.283
86,52.372,11.762,206.283
87,52.372,11.861,206.283
88,52.372,11.96,206.283
89,52.372,12.059,206.283
90,52.372,12.158,206.283
91,52.372,12.256,206.283
92,52.372,12.355,206.283
93,52.372,12.454,206.283
94,52.372,12.553,206.283
95,52.372,12.652,206.283
96,52.372,12.751,206.283
97,52.372,12.849,206.283
98,52.372,12.948,206.283
99,52.372,13.047,206.283
100,52.372,13.146,206.283
101,52.372,13.245,206.283
102,52.372,13.344,206.283
103,52.372,13.541,206.283
104,52.474,13.658,206.555
105,52.474,13.856,206.555
106,52.474,14.054,206.555
107,52.474,14.153,206.555
108,52.474,14.252,206.555
109,52.474,14.351,206.555
110,52.474,14.45,206.555
111,52.474,14.549,206.555
112,52.474,14.648,206.555
113,52.474,14.747,206.555
114,52.474,14.846,206.555
115,52.474,14.945,206.555
116,52.577,15.064,206.828
117,52.577,15.262,206.828
118,52.577,15.361,206.828
119,52.474,15.638,206.555
120,52.474,15.737,206.555
121,52.577,15.856,206.828
122,52.577,16.055,206.828
123,52.577,16.154,206.828
124,52.577,16.352,206.828
125,52.577,16.55,206.828
126,52.577,16.748,206.828
127,52.577,16.847,206.828
128,52.577,17.145,206.828
129,52.577,17.244,206.828
130,52.679,17.366,207.101
131,52.679,17.465,207.101
132,52.679,17.664,207.101
133,52.577,17.739,206.828
134,52.577,17.938,206.828
135,52.577,18.037,206.828
136,52.577,18.136,206.828
137,52.577,18.235,206.828
138,52.577,18.433,206.828
139,52.679,18.557,207.101
140,52.679,18.755,207.101
141,52.679,18.854,207.101
142,52.679,18.954,207.101
143,52.782,18.979,207.376
144,52.782,19.078,207.376
145,52.782,19.178,207.376
146,52.782,19.277,207.376
