,X,Y,Z
0,21.565,1.467,204.13
1,21.565,1.663,204.13
2,21.665,2.057,204.397
3,21.665,2.253,204.397
4,21.665,2.351,204.397
5,21.665,2.448,204.397
6,21.665,2.546,204.397
7,21.665,2.644,204.397
8,21.665,2.742,204.397
9,21.665,2.84,204.397
10,21.665,2.938,204.397
11,21.665,3.036,204.397
12,21.665,3.134,204.397
13,21.665,3.232,204.397
14,21.665,3.33,204.397
15,21.665,3.428,204.397
16,21.665,3.526,204.397
17,21.665,3.624,204.397
18,21.665,3.722,204.397
19,21.665,3.82,204.397
20,21.665,4.015,204.397
21,21.665,4.309,204.397
22,21.765,4.511,204.664
23,21.765,4.707,204.664
24,21.765,4.805,204.664
25,21.765,4.903,204.664
26,21.765,5.099,204.664
27,21.866,5.204,204.932
28,21.866,5.401,204.932
29,21.866,5.499,204.932
30,21.866,5.597,204.932
31,21.866,5.695,204.932
32,21.866,5.793,204.932
33,21.866,5.892,204.932
34,21.866,5.99,204.932
35,21.866,6.088,204.932
36,21.866,6.186,204.932
37,21.866,6.383,204.932
38,21.966,6.391,205.201
39,21.966,6.489,205.201
40,21.966,6.686,205.201
41,21.966,6.784,205.201
42,21.966,6.981,205.201
43,21.966,7.079,205.201
44,21.966,7.178,205.201
45,21.966,7.276,205.201
46,21.966,7.374,205.201
47,21.966,7.473,205.201
48,21.966,7.571,205.201
49,21.966,7.669,205.201
50,21.966,7.768,205.201
51,21.966,7.866,205.201
52,21.966,7.964,205.201
53,21.966,8.063,205.201
54,21.966,8.259,205.201
55,21.966,8.456,205.201
56,22.068,8.565,205.47
57,22.068,8.664,205.47
58,22.068,8.762,205.47
59,22.068,8.861,205.47
60,22.068,8.959,205.47
61,22.068,9.058,205.47
62,22.068,9.156,205.47
63,22.068,9.255,205.47
64,22.068,9.353,205.47
65,22.068,9.451,205.47
66,22.068,9.55,205.47
67,22.068,9.648,205.47
68,22.068,9.747,205.47
69,22.068,9.845,205.47
70,22.068,9.944,205.47
71,22.068,10.042,205.47
72,22.068,10.141,205.47
73,22.068,10.239,205.47
74,22.068,10.436,205.47
75,22.068,10.633,205.47
76,22.169,10.844,205.74
77,22.169,11.041,205.74
78,22.169,11.14,205.74
79,22.169,11.238,205.74
80,22.169,11.337,205.74
81,22.169,11.435,205.74
82,22.169,11.534,205.74
83,22.169,11.633,205.74
84,22.169,11.731,205.74
85,22.169,11.83,205.74
86,22.169,11.928,205.74
87,22.169,12.027,205.74
88,22.169,12.126,205.74
89,22.169,12.224,205.74
90,22.169,12.323,205.74
91,22.169,12.421,205.74
92,22.169,12.52,205.74
93,22.169,12.618,205.74
94,22.169,12.717,205.74
95,22.169,12.816,205.74
96,22.169,13.013,205.74
97,22.169,13.21,205.74
98,22.169,13.309,205.74
99,22.27,13.326,206.011
100,22.27,13.425,206.011
101,22.27,13.523,206.011
102,22.27,13.622,206.011
103,22.27,13.721,206.011
104,22.27,13.82,206.011
105,22.27,13.918,206.011
106,22.27,14.017,206.011
107,22.27,14.116,206.011
108,22.27,14.214,206.011
109,22.27,14.313,206.011
110,22.27,14.412,206.011
111,22.27,14.511,206.011
112,22.27,14.609,206.011
113,22.27,14.708,206.011
114,22.27,14.807,206.011
115,22.27,14.905,206.011
116,22.372,14.925,206.283
117,22.372,15.024,206.283
118,22.372,15.123,206.283
119,22.372,15.222,206.283
120,22.372,15.32,206.283
121,22.372,15.419,206.283
122,22.372,15.518,206.283
123,22.372,15.617,206.283
124,22.372,15.716,206.283
125,22.372,15.815,206.283
126,22.372,15.914,206.283
127,22.372,16.012,206.283
128,22.372,16.111,206.283
129,22.372,16.21,206.283
130,22.372,16.309,206.283
131,22.372,16.408,206.283
132,22.372,16.507,206.283
133,22.372,16.605,206.283
134,22.372,16.704,206.283
135,22.372,16.803,206.283
136,22.372,16.902,206.283
137,22.372,17.001,206.283
138,22.372,17.1,206.283
139,22.372,17.198,206.283
140,22.372,17.297,206.283
141,22.372,17.396,206.283
142,22.474,17.419,206.555
143,22.474,17.518,206.555
144,22.474,17.716,206.555
145,22.474,17.914,206.555
146,22.474,18.013,206.555
147,22.474,18.112,206.555
148,22.474,18.211,206.555
149,22.577,18.334,206.828
150,22.577,18.433,206.828
151,22.577,18.532,206.828
152,22.577,18.631,206.828
153,22.577,18.73,206.828
154,22.577,18.929,206.828
155,22.577,19.028,206.828
156,22.577,19.127,206.828
157,22.577,19.226,206.828
158,22.577,19.325,206.828
159,22.577,19.424,206.828
160,22.577,19.523,206.828
161,22.577,19.622,206.828
162,22.577,19.721,206.828
163,22.577,19.821,206.828
164,22.577,19.92,206.828
165,22.577,20.019,206.828
166,22.577,20.118,206.828
167,22.577,20.217,206.828
168,22.577,20.316,206.828
169,22.577,20.415,206.828
170,22.577,20.514,206.828
171,22.577,20.613,206.828
172,22.577,20.713,206.828
173,22.577,20.812,206.828
174,22.577,20.911,206.828
175,22.577,21.01,206.828
176,22.577,21.109,206.828
177,22.577,21.208,206.828
178,22.577,21.307,206.828
179,22.577,21.406,206.828
180,22.577,21.505,206.828
181,22.782,21.562,207.376
182,22.885,21.591,207.651
183,22.577,21.803,206.828
184,22.679,21.831,207.101
185,22.679,22.03,207.101
186,22.679,22.228,207.101
187,22.679,22.328,207.101
188,22.679,22.427,207.101
189,22.679,22.526,207.101
190,22.679,22.625,207.101
191,22.679,22.725,207.101
192,22.679,22.824,207.101
193,22.679,22.923,207.101
194,22.679,23.022,207.101
195,22.679,23.419,207.101
196,22.782,23.45,207.376
197,22.782,23.55,207.376
198,22.782,23.748,207.376
199,22.782,23.848,207.376
200,22.782,23.947,207.376
201,22.782,24.046,207.376
202,22.782,24.146,207.376
203,22.782,24.245,207.376
204,22.782,24.345,207.376
205,22.782,24.444,207.376
206,22.782,24.543,207.376
207,22.782,24.643,207.376
208,22.782,24.742,207.376
209,22.782,24.841,207.376
210,22.782,24.941,207.376
211,22.782,25.04,207.376
212,22.782,25.139,207.376
213,22.782,25.239,207.376
214,22.782,25.338,207.376
215,22.782,25.537,207.376
216,22.782,25.736,207.376
217,22.782,25.835,207.376
218,22.885,25.869,207.651
219,22.885,25.969,207.651
220,22.885,26.068,207.651
221,22.885,26.267,207.651
222,22.885,26.566,207.651
223,22.989,26.8,207.927
224,22.989,27.099,207.927
225,22.989,27.199,207.927
226,22.989,27.298,207.927
227,22.989,27.398,207.927
228,22.989,27.498,207.927
229,22.989,27.597,207.927
230,22.989,27.697,207.927
231,22.989,27.797,207.927
232,22.989,27.896,207.927
233,22.989,27.996,207.927
234,22.989,28.096,207.927
235,22.989,28.195,207.927
236,22.989,28.295,207.927
237,22.989,28.394,207.927
238,22.989,28.494,207.927
239,22.989,28.594,207.927
240,22.989,28.693,207.927
241,22.989,28.793,207.927
242,22.989,28.992,207.927
243,22.989,29.191,207.927
244,23.093,29.33,208.203
245,23.093,29.53,208.203
246,23.093,29.629,208.203
247,23.093,29.729,208.203
248,23.093,29.829,208.203
249,23.093,29.929,208.203
250,23.093,30.028,208.203
251,23.093,30.128,208.203
252,23.093,30.228,208.203
253,23.093,30.328,208.203
254,23.093,30.427,208.203
255,23.093,30.527,208.203
256,23.093,30.627,208.203
257,23.093,30.727,208.203
258,23.093,30.826,208.203
259,23.093,30.926,208.203
260,23.093,31.026,208.203
261,23.093,31.126,208.203
262,23.093,31.226,208.203
263,23.197,31.267,208.481
264,23.197,31.467,208.481
265,23.093,31.525,208.203
