,X,Y,Z
0,39.565,1.565,204.13
1,39.565,1.663,204.13
2,39.565,1.761,204.13
3,39.565,1.858,204.13
4,39.565,1.956,204.13
5,39.565,2.054,204.13
6,39.565,2.152,204.13
7,39.565,2.25,204.13
8,39.565,2.347,204.13
9,39.565,2.445,204.13
10,39.565,2.543,204.13
11,39.565,2.641,204.13
12,39.565,2.739,204.13
13,39.565,2.837,204.13
14,39.565,2.934,204.13
15,39.565,3.032,204.13
16,39.565,3.228,204.13
17,39.665,3.624,204.397
18,39.665,3.82,204.397
19,39.665,3.918,204.397
20,39.665,4.015,204.397
21,39.665,4.113,204.397
22,39.665,4.211,204.397
23,39.665,4.309,204.397
24,39.665,4.407,204.397
25,39.665,4.505,204.397
26,39.665,4.603,204.397
27,39.665,4.701,204.397
28,39.665,4.799,204.397
29,39.765,4.903,204.664
30,39.765,5.001,204.664
31,39.765,5.099,204.664
32,39.765,5.198,204.664
33,39.665,5.289,204.397
34,39.665,5.387,204.397
35,39.665,5.582,204.397
36,39.665,5.68,204.397
37,39.665,5.778,204.397
38,39.665,5.974,204.397
39,39.665,6.17,204.397
40,39.765,6.178,204.664
41,39.765,6.374,204.664
42,39.765,6.472,204.664
43,39.765,6.669,204.664
44,39.866,6.874,204.932
45,39.866,6.972,204.932
46,39.866,7.07,204.932
47,39.765,7.257,204.664
48,39.866,7.266,204.932
49,39.765,7.551,204.664
50,39.866,7.561,204.932
51,39.866,7.757,204.932
52,39.866,7.856,204.932
53,39.866,7.954,204.932
54,39.866,8.052,204.932
55,39.866,8.15,204.932
56,39.866,8.248,204.932
57,39.866,8.347,204.932
58,39.866,8.445,204.932
59,39.866,8.543,204.932
60,39.866,8.641,204.932
61,39.866,8.838,204.932
62,39.866,9.034,204.932
63,39.966,9.242,205.201
64,39.966,9.341,205.201
65,39.966,9.439,205.201
66,39.966,9.537,205.201
67,39.966,9.636,205.201
68,39.966,9.734,205.201
69,39.966,9.832,205.201
70,39.966,9.931,205.201
71,39.966,10.029,205.201
72,39.966,10.127,205.201
73,39.966,10.226,205.201
74,39.966,10.324,205.201
75,39.966,10.422,205.201
76,39.966,10.521,205.201
77,39.966,10.619,205.201
78,39.966,10.717,205.201
79,39.966,10.816,205.201
80,39.966,10.914,205.201
81,39.966,11.012,205.201
82,39.966,11.111,205.201
83,39.966,11.504,205.201
84,40.068,11.716,205.47
85,40.068,11.814,205.47
86,40.068,11.913,205.47
87,40.068,12.011,205.47
88,40.068,12.11,205.47
89,40.068,12.208,205.47
90,40.068,12.307,205.47
91,40.068,12.405,205.47
92,40.068,12.503,205.47
93,40.068,12.602,205.47
94,40.068,12.996,205.47
95,40.169,13.013,205.74
96,40.169,13.21,205.74
97,40.169,13.309,205.74
98,40.169,13.407,205.74
99,40.169,13.506,205.74
100,40.169,13.604,205.74
101,40.169,13.703,205.74
102,40.169,13.801,205.74
103,40.169,13.9,205.74
104,40.169,13.999,205.74
105,40.169,14.097,205.74
106,40.169,14.196,205.74
107,40.169,14.294,205.74
108,40.169,14.393,205.74
109,40.169,14.492,205.74
110,40.169,14.59,205.74
111,40.169,14.689,205.74
112,40.169,14.787,205.74
113,40.169,14.886,205.74
114,40.169,14.984,205.74
115,40.27,15.103,206.011
116,40.27,15.3,206.011
117,40.27,15.399,206.011
118,40.27,15.596,206.011
119,40.27,15.695,206.011
120,40.27,15.794,206.011
121,40.27,15.893,206.011
122,40.27,15.991,206.011
123,40.27,16.09,206.011
124,40.27,16.189,206.011
125,40.27,16.287,206.011
126,40.27,16.386,206.011
127,40.27,16.485,206.011
128,40.27,16.584,206.011
129,40.27,16.682,206.011
130,40.27,16.781,206.011
131,40.27,16.88,206.011
132,40.27,16.978,206.011
133,40.27,17.077,206.011
134,40.27,17.176,206.011
135,40.27,17.275,206.011
136,40.27,17.373,206.011
137,40.372,17.396,206.283
138,40.372,17.495,206.283
139,40.372,17.594,206.283
140,40.372,17.693,206.283
141,40.372,17.791,206.283
142,40.372,17.89,206.283
143,40.372,17.989,206.283
144,40.372,18.088,206.283
145,40.372,18.187,206.283
146,40.372,18.286,206.283
147,40.372,18.385,206.283
148,40.372,18.483,206.283
149,40.372,18.582,206.283
150,40.372,18.681,206.283
151,40.372,18.78,206.283
152,40.372,18.879,206.283
153,40.372,18.978,206.283
154,40.372,19.076,206.283
155,40.372,19.274,206.283
156,40.372,19.373,206.283
157,40.372,19.571,206.283
158,40.474,19.695,206.555
159,40.474,19.794,206.555
160,40.474,19.893,206.555
161,40.474,19.992,206.555
